From,To,Lag,Correlation,Causal,Type
X1,X1,0,0.0,False,Simultaneous
X1,X1,1,0.05619686730913744,False,Lag1
X1,X1,2,0.10191472048628346,False,Lag2
X1,X1,3,0.0518824772739479,False,Lag3
X1,X2,0,0.10520962380136806,False,Simultaneous
X1,X2,1,0.06002908143028678,False,Lag1
X1,X2,2,0.09198246292197373,False,Lag2
X1,X2,3,0.08485683687458717,False,Lag3
X1,X3,0,0.10267207287898428,False,Simultaneous
X1,X3,1,0.06237890742382756,False,Lag1
X1,X3,2,0.15371085714577493,False,Lag2
X1,X3,3,0.059585420722851355,False,Lag3
X1,X4,0,0.04341500425275848,False,Simultaneous
X1,X4,1,0.06113087473488779,False,Lag1
X1,X4,2,0.0770918335422909,False,Lag2
X1,X4,3,0.0725767320702808,False,Lag3
X1,X5,0,0.08560692774345764,False,Simultaneous
X1,X5,1,0.055551920318028525,False,Lag1
X1,X5,2,0.0949023899166174,False,Lag2
X1,X5,3,0.08163536887929888,False,Lag3
X1,X6,0,0.08734433725207194,False,Simultaneous
X1,X6,1,0.08343191200180806,False,Lag1
X1,X6,2,0.05530308478819253,False,Lag2
X1,X6,3,0.060046067886436204,False,Lag3
X2,X1,0,0.10520962380136806,False,Simultaneous
X2,X1,1,0.0755216010572558,False,Lag1
X2,X1,2,0.061028201010503,False,Lag2
X2,X1,3,0.0702729921961717,False,Lag3
X2,X2,0,0.0,False,Simultaneous
X2,X2,1,0.08057109797461823,False,Lag1
X2,X2,2,0.04683429573485171,False,Lag2
X2,X2,3,0.0588857418405353,False,Lag3
X2,X3,0,0.051593054721308464,False,Simultaneous
X2,X3,1,0.08132745070932126,False,Lag1
X2,X3,2,0.052555866813456184,False,Lag2
X2,X3,3,0.06737773778343775,False,Lag3
X2,X4,0,0.056612028417796625,False,Simultaneous
X2,X4,1,0.0922470185750491,False,Lag1
X2,X4,2,0.04510307603220475,False,Lag2
X2,X4,3,0.058590876593981205,False,Lag3
X2,X5,0,0.05266758470543003,False,Simultaneous
X2,X5,1,0.0646961887145833,False,Lag1
X2,X5,2,0.08457042982314783,False,Lag2
X2,X5,3,0.09705919175864346,False,Lag3
X2,X6,0,0.08287017104235748,False,Simultaneous
X2,X6,1,0.061061872985022976,False,Lag1
X2,X6,2,0.06585113333205331,False,Lag2
X2,X6,3,0.08143909175400513,False,Lag3
X3,X1,0,0.10267207287898428,False,Simultaneous
X3,X1,1,0.04958381333933832,False,Lag1
X3,X1,2,0.07914471496055614,False,Lag2
X3,X1,3,0.08720795455447598,False,Lag3
X3,X2,0,0.051593054721308464,False,Simultaneous
X3,X2,1,0.0761086594759068,False,Lag1
X3,X2,2,0.07677011487197274,False,Lag2
X3,X2,3,0.07820457340717374,False,Lag3
X3,X3,0,0.0,False,Simultaneous
X3,X3,1,0.0639836452535722,False,Lag1
X3,X3,2,0.05717095220037575,False,Lag2
X3,X3,3,0.07388790564758292,False,Lag3
X3,X4,0,0.06804980042245369,False,Simultaneous
X3,X4,1,0.04788464302895054,False,Lag1
X3,X4,2,0.049288906650248286,False,Lag2
X3,X4,3,0.07657493153949059,False,Lag3
X3,X5,0,0.04951106237927912,False,Simultaneous
X3,X5,1,0.08128301488461953,False,Lag1
X3,X5,2,0.05623696441527283,False,Lag2
X3,X5,3,0.06893435026816344,False,Lag3
X3,X6,0,0.08578811621814414,False,Simultaneous
X3,X6,1,0.07710673059865336,False,Lag1
X3,X6,2,0.06968215963126473,False,Lag2
X3,X6,3,0.07206020074932706,False,Lag3
X4,X1,0,0.04341500425275848,False,Simultaneous
X4,X1,1,0.08855336580067485,False,Lag1
X4,X1,2,0.10653211038878019,False,Lag2
X4,X1,3,0.0763099732365483,False,Lag3
X4,X2,0,0.056612028417796625,False,Simultaneous
X4,X2,1,0.11070385920659488,False,Lag1
X4,X2,2,0.06002825753119989,False,Lag2
X4,X2,3,0.0826333905892077,False,Lag3
X4,X3,0,0.06804980042245369,False,Simultaneous
X4,X3,1,0.06742947317069956,False,Lag1
X4,X3,2,0.058622950482666907,False,Lag2
X4,X3,3,0.06686301195616665,False,Lag3
X4,X4,0,0.0,False,Simultaneous
X4,X4,1,0.08805943088870835,False,Lag1
X4,X4,2,0.07956170754746408,False,Lag2
X4,X4,3,0.06989382559820605,False,Lag3
X4,X5,0,0.07633394888903462,False,Simultaneous
X4,X5,1,0.08823515756000101,False,Lag1
X4,X5,2,0.052068053192513536,False,Lag2
X4,X5,3,0.08841622891982225,False,Lag3
X4,X6,0,0.0841887687520995,False,Simultaneous
X4,X6,1,0.08750432398365336,False,Lag1
X4,X6,2,0.0704693440009053,False,Lag2
X4,X6,3,0.06489024878626701,False,Lag3
X5,X1,0,0.08560692774345764,False,Simultaneous
X5,X1,1,0.07064089389654774,False,Lag1
X5,X1,2,0.05321633059769518,False,Lag2
X5,X1,3,0.050118727526968825,False,Lag3
X5,X2,0,0.05266758470543003,False,Simultaneous
X5,X2,1,0.05756996023920722,False,Lag1
X5,X2,2,0.06488975207806588,False,Lag2
X5,X2,3,0.04704057866081867,False,Lag3
X5,X3,0,0.04951106237927912,False,Simultaneous
X5,X3,1,0.07470196745746342,False,Lag1
X5,X3,2,0.05090643097598921,False,Lag2
X5,X3,3,0.05265251933488548,False,Lag3
X5,X4,0,0.07633394888903462,False,Simultaneous
X5,X4,1,0.05313149403717379,False,Lag1
X5,X4,2,0.07793085827174356,False,Lag2
X5,X4,3,0.09144142968622684,False,Lag3
X5,X5,0,0.0,False,Simultaneous
X5,X5,1,0.05646916245217152,False,Lag1
X5,X5,2,0.06573487314682541,False,Lag2
X5,X5,3,0.054406992424908124,False,Lag3
X5,X6,0,0.12461855784358578,False,Simultaneous
X5,X6,1,0.06095939066753366,False,Lag1
X5,X6,2,0.054328281457836865,False,Lag2
X5,X6,3,0.05011796734872183,False,Lag3
X6,X1,0,0.08734433725207194,False,Simultaneous
X6,X1,1,0.07216251083217635,False,Lag1
X6,X1,2,0.06033808099038566,False,Lag2
X6,X1,3,0.05587166232862177,False,Lag3
X6,X2,0,0.08287017104235748,False,Simultaneous
X6,X2,1,0.06235030082148462,False,Lag1
X6,X2,2,0.06533160310312675,False,Lag2
X6,X2,3,0.06104541509283235,False,Lag3
X6,X3,0,0.08578811621814414,False,Simultaneous
X6,X3,1,0.04557152588238791,False,Lag1
X6,X3,2,0.058779708077526395,False,Lag2
X6,X3,3,0.06378142494355687,False,Lag3
X6,X4,0,0.0841887687520995,False,Simultaneous
X6,X4,1,0.05084304252423595,False,Lag1
X6,X4,2,0.06581926631797894,False,Lag2
X6,X4,3,0.06121657922626488,False,Lag3
X6,X5,0,0.12461855784358578,False,Simultaneous
X6,X5,1,0.07493127806223433,False,Lag1
X6,X5,2,0.045298369714934596,False,Lag2
X6,X5,3,0.05554617091093297,False,Lag3
X6,X6,0,0.0,False,Simultaneous
X6,X6,1,0.10229920548508423,False,Lag1
X6,X6,2,0.08170567467876619,False,Lag2
X6,X6,3,0.05791897665886656,False,Lag3
