From,To,Lag,Correlation,Causal,Type
X1,X1,0,0.0,False,Simultaneous
X1,X1,1,0.05742890094303566,False,Lag1
X1,X1,2,0.10580239187642874,False,Lag2
X1,X2,0,0.10534447867971594,False,Simultaneous
X1,X2,1,0.06285798869342309,False,Lag1
X1,X2,2,0.09454781834118597,False,Lag2
X1,X3,0,0.09870712510379849,False,Simultaneous
X1,X3,1,0.06591407896619626,False,Lag1
X1,X3,2,0.15561686333720828,False,Lag2
X1,X4,0,0.04221084611498207,False,Simultaneous
X1,X4,1,0.06215613635851237,False,Lag1
X1,X4,2,0.0731872069348106,False,Lag2
X1,X5,0,0.08818022477750043,False,Simultaneous
X1,X5,1,0.05395400443547801,False,Lag1
X1,X5,2,0.09432142118858476,False,Lag2
X1,X6,0,0.0851233494110944,False,Simultaneous
X1,X6,1,0.08243774185803196,False,Lag1
X1,X6,2,0.056530904346282156,False,Lag2
X2,X1,0,0.10534447867971594,False,Simultaneous
X2,X1,1,0.07641248059709313,False,Lag1
X2,X1,2,0.06100225763916269,False,Lag2
X2,X2,0,0.0,False,Simultaneous
X2,X2,1,0.0843099548552035,False,Lag1
X2,X2,2,0.048695773671499264,False,Lag2
X2,X3,0,0.058983564420790474,False,Simultaneous
X2,X3,1,0.07625508647309416,False,Lag1
X2,X3,2,0.056287548240683015,False,Lag2
X2,X4,0,0.057270040731841984,False,Simultaneous
X2,X4,1,0.09114088067770353,False,Lag1
X2,X4,2,0.044421904230352284,False,Lag2
X2,X5,0,0.05866717133517572,False,Simultaneous
X2,X5,1,0.0634393884516911,False,Lag1
X2,X5,2,0.08817608061484987,False,Lag2
X2,X6,0,0.07871630725232089,False,Simultaneous
X2,X6,1,0.06738384252558856,False,Lag1
X2,X6,2,0.06944275219413357,False,Lag2
X3,X1,0,0.09870712510379849,False,Simultaneous
X3,X1,1,0.04765438184413237,False,Lag1
X3,X1,2,0.0799507005258921,False,Lag2
X3,X2,0,0.058983564420790474,False,Simultaneous
X3,X2,1,0.07518760506226159,False,Lag1
X3,X2,2,0.0764650646549382,False,Lag2
X3,X3,0,0.0,False,Simultaneous
X3,X3,1,0.06618009455436599,False,Lag1
X3,X3,2,0.05687986736886996,False,Lag2
X3,X4,0,0.07007062438118418,False,Simultaneous
X3,X4,1,0.047428859955330034,False,Lag1
X3,X4,2,0.05136878449686818,False,Lag2
X3,X5,0,0.04966992770135837,False,Simultaneous
X3,X5,1,0.07842242861692168,False,Lag1
X3,X5,2,0.05665090459722566,False,Lag2
X3,X6,0,0.08577045084501231,False,Simultaneous
X3,X6,1,0.07759361567540377,False,Lag1
X3,X6,2,0.06771465458568836,False,Lag2
X4,X1,0,0.04221084611498207,False,Simultaneous
X4,X1,1,0.08385189457585034,False,Lag1
X4,X1,2,0.10882792061596054,False,Lag2
X4,X2,0,0.057270040731841984,False,Simultaneous
X4,X2,1,0.10833148818854578,False,Lag1
X4,X2,2,0.06697925443503654,False,Lag2
X4,X3,0,0.07007062438118418,False,Simultaneous
X4,X3,1,0.06745407996372972,False,Lag1
X4,X3,2,0.05962518549737252,False,Lag2
X4,X4,0,0.0,False,Simultaneous
X4,X4,1,0.09381598021537828,False,Lag1
X4,X4,2,0.07902802059998446,False,Lag2
X4,X5,0,0.0736750591058371,False,Simultaneous
X4,X5,1,0.08701337758871157,False,Lag1
X4,X5,2,0.050984730770741116,False,Lag2
X4,X6,0,0.08011778311283067,False,Simultaneous
X4,X6,1,0.09070292132530665,False,Lag1
X4,X6,2,0.06858804025709117,False,Lag2
X5,X1,0,0.08818022477750043,False,Simultaneous
X5,X1,1,0.06981782067009054,False,Lag1
X5,X1,2,0.04987668259557009,False,Lag2
X5,X2,0,0.05866717133517572,False,Simultaneous
X5,X2,1,0.05277135711008565,False,Lag1
X5,X2,2,0.06174126144303413,False,Lag2
X5,X3,0,0.04966992770135837,False,Simultaneous
X5,X3,1,0.07795936851958074,False,Lag1
X5,X3,2,0.05355864763318678,False,Lag2
X5,X4,0,0.0736750591058371,False,Simultaneous
X5,X4,1,0.055412951806917764,False,Lag1
X5,X4,2,0.08062700150641001,False,Lag2
X5,X5,0,0.0,False,Simultaneous
X5,X5,1,0.05584899749135543,False,Lag1
X5,X5,2,0.06636829138932004,False,Lag2
X5,X6,0,0.12427860107434265,False,Simultaneous
X5,X6,1,0.057809238751786625,False,Lag1
X5,X6,2,0.056899715231423724,False,Lag2
X6,X1,0,0.0851233494110944,False,Simultaneous
X6,X1,1,0.06794964210275489,False,Lag1
X6,X1,2,0.06530411074306061,False,Lag2
X6,X2,0,0.07871630725232089,False,Simultaneous
X6,X2,1,0.05975683752801982,False,Lag1
X6,X2,2,0.0629467565916245,False,Lag2
X6,X3,0,0.08577045084501231,False,Simultaneous
X6,X3,1,0.04593599952158549,False,Lag1
X6,X3,2,0.05755755699488387,False,Lag2
X6,X4,0,0.08011778311283067,False,Simultaneous
X6,X4,1,0.0517324802060605,False,Lag1
X6,X4,2,0.06330862180799637,False,Lag2
X6,X5,0,0.12427860107434265,False,Simultaneous
X6,X5,1,0.07128416908276938,False,Lag1
X6,X5,2,0.04293637191696428,False,Lag2
X6,X6,0,0.0,False,Simultaneous
X6,X6,1,0.10226828978079427,False,Lag1
X6,X6,2,0.08145262893505005,False,Lag2
