From,To,Lag,P_value,Value,Causal,Type
X1,X1,2,0.001918224016286109,0.09824480257441029,True,Lag2
X6,X5,0,0.008138808021552405,-0.08389172262144663,True,Simultaneous
X5,X6,0,0.008138808021552405,-0.08389172262144663,True,Simultaneous
X6,X6,2,0.016703817252388016,0.07585439048972557,True,Lag2
X5,X2,1,0.023637796361577163,-0.07173856655056945,True,Lag1
X4,X5,2,0.04278212017379981,-0.06433466744828051,True,Lag2
X2,X4,1,0.04299963563184544,0.0642675661128214,True,Lag1
X4,X2,1,0.05866270983900138,-0.06005171936022615,False,Lag1
X4,X4,1,0.07912021702886247,-0.05585867513807425,False,Lag1
X3,X4,2,0.08671500110960421,-0.05444316472297687,False,Lag2
X2,X1,0,0.08829250279317863,0.054091123263805996,False,Simultaneous
X1,X2,0,0.08829250279317863,0.054091123263805996,False,Simultaneous
X3,X1,2,0.10823843478200532,0.05097536708922184,False,Lag2
X1,X4,2,0.13416443512298218,0.047614830636547326,False,Lag2
X4,X1,2,0.14168954919571444,0.04669099175214148,False,Lag2
X4,X4,2,0.16505762325734982,-0.044200830296347665,False,Lag2
X6,X3,0,0.20039051552828682,-0.04066794048523956,False,Simultaneous
X3,X6,0,0.20039051552828682,-0.04066794048523956,False,Simultaneous
X6,X6,1,0.2142623068124931,0.039425927532491405,False,Lag1
X3,X1,1,0.22772656952549264,0.038312939638990136,False,Lag1
X3,X4,1,0.2324987214892212,-0.03796121438625567,False,Lag1
X3,X2,1,0.2361969569066315,-0.037605549264504545,False,Lag1
X4,X6,2,0.2530829551698171,-0.036339069390584185,False,Lag2
X6,X5,1,0.26864572630978917,-0.035119477499923474,False,Lag1
X1,X4,1,0.291695716855799,0.03352730263969426,False,Lag1
X5,X4,2,0.29616213456042323,0.03321872163245081,False,Lag2
X4,X3,2,0.31955429212796277,0.03166714241982594,False,Lag2
X3,X1,0,0.32900864543147657,-0.03099197239242372,False,Simultaneous
X1,X3,0,0.32900864543147657,-0.03099197239242372,False,Simultaneous
X4,X1,1,0.33756688043219296,-0.030494528123648803,False,Lag1
X6,X1,1,0.3891851881253606,-0.02734160296335042,False,Lag1
X3,X5,2,0.39419796161289034,0.027067463768986853,False,Lag2
X5,X1,2,0.4011910360800558,0.02665600528486336,False,Lag2
