From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Graph
X1,X1,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X2,0,0.0,0.0,True,Simultaneous,Simultaneous,
X3,X3,0,0.0,0.0,True,Simultaneous,Simultaneous,
X4,X4,0,0.0,0.0,True,Simultaneous,Simultaneous,
X5,X5,0,0.0,0.0,True,Simultaneous,Simultaneous,
X6,X6,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X4,1,0.005988023952095809,0.03127387743305743,True,Lag1,Lagged,o->
X5,X1,1,0.007984031936127744,0.027113175985208127,True,Lag1,Lagged,o->
X4,X3,2,0.06387225548902195,0.01826747429595077,False,Lag2,Lagged,o->
X6,X5,2,0.06387225548902195,0.019147965235649878,False,Lag2,Lagged,o->
X2,X3,1,0.22954091816367264,0.013511026247066127,False,Lag1,Lagged,
X1,X3,1,0.2315369261477046,0.014535203164125488,False,Lag1,Lagged,
X6,X5,0,0.2435129740518962,0.014543034319681958,False,Simultaneous,Simultaneous,
X5,X6,0,0.2435129740518962,0.014543034319681958,False,Simultaneous,Simultaneous,
X6,X6,1,0.2435129740518962,0.013607211205831415,False,Lag1,Lagged,
X6,X1,0,0.24550898203592814,0.014275896494639895,False,Simultaneous,Simultaneous,
X1,X6,0,0.24550898203592814,0.014275896494639895,False,Simultaneous,Simultaneous,
X1,X1,1,0.2754491017964072,0.008756324175720032,False,Lag1,Lagged,
X3,X2,2,0.2754491017964072,0.013147971450262474,False,Lag2,Lagged,
X6,X5,1,0.27944111776447106,0.01245885096683308,False,Lag1,Lagged,
X6,X3,0,0.2834331337325349,0.012290388556831733,False,Simultaneous,Simultaneous,
X3,X6,0,0.2834331337325349,0.012290388556831733,False,Simultaneous,Simultaneous,
X1,X3,2,0.3013972055888224,0.012095626082122557,False,Lag2,Lagged,
X6,X1,1,0.3033932135728543,0.013051243454783368,False,Lag1,Lagged,
X5,X3,0,0.3073852295409182,0.0066020964118536085,False,Simultaneous,Simultaneous,
X3,X5,0,0.3073852295409182,0.0066020964118536085,False,Simultaneous,Simultaneous,
X4,X2,0,0.313373253493014,0.0121207170802351,False,Simultaneous,Simultaneous,
X2,X4,0,0.313373253493014,0.0121207170802351,False,Simultaneous,Simultaneous,
X1,X2,2,0.31736526946107785,0.012348224600537971,False,Lag2,Lagged,
X3,X6,2,0.3313373253493014,0.011774136875854158,False,Lag2,Lagged,
X2,X6,1,0.3413173652694611,0.012253202706953736,False,Lag1,Lagged,
X2,X1,2,0.38323353293413176,0.012069586522544196,False,Lag2,Lagged,
X2,X6,2,0.3932135728542914,0.01027884959235914,False,Lag2,Lagged,
X5,X1,2,0.3992015968063872,0.011390581335761318,False,Lag2,Lagged,
X3,X3,1,0.40119760479041916,0.010846244523570636,False,Lag1,Lagged,
X4,X1,1,0.4091816367265469,0.008997525143200402,False,Lag1,Lagged,
X1,X1,2,0.41317365269461076,0.010612245922796859,False,Lag2,Lagged,
X6,X1,2,0.43912175648702595,0.0075035926201509895,False,Lag2,Lagged,
X3,X3,2,0.45109780439121755,0.009555068288094049,False,Lag2,Lagged,
X1,X4,2,0.45109780439121755,0.00950332226695716,False,Lag2,Lagged,
X4,X3,1,0.46506986027944114,0.009244897516440087,False,Lag1,Lagged,
X2,X2,1,0.46706586826347307,0.009249612611240465,False,Lag1,Lagged,
X6,X2,0,0.47904191616766467,0.008536724580538557,False,Simultaneous,Simultaneous,
X2,X6,0,0.47904191616766467,0.008536724580538557,False,Simultaneous,Simultaneous,
X6,X3,2,0.48303393213572854,0.008762000482022358,False,Lag2,Lagged,
X3,X6,1,0.5129740518962076,0.008749089169870494,False,Lag1,Lagged,
X6,X6,2,0.5329341317365269,0.007906904352056543,False,Lag2,Lagged,
X5,X4,0,0.5369261477045908,0.0077327742571262625,False,Simultaneous,Simultaneous,
X4,X5,0,0.5369261477045908,0.0077327742571262625,False,Simultaneous,Simultaneous,
X3,X5,2,0.5449101796407185,0.008055424709791037,False,Lag2,Lagged,
X2,X4,2,0.5528942115768463,0.0077871072697628385,False,Lag2,Lagged,
X5,X3,1,0.5548902195608783,0.00809814200840897,False,Lag1,Lagged,
X4,X2,2,0.5588822355289421,0.008038246829583429,False,Lag2,Lagged,
X5,X2,0,0.5688622754491018,0.004839599611466738,False,Simultaneous,Simultaneous,
X2,X5,0,0.5688622754491018,0.004839599611466738,False,Simultaneous,Simultaneous,
X4,X3,0,0.5748502994011976,0.007093966961595033,False,Simultaneous,Simultaneous,
X3,X4,0,0.5748502994011976,0.007093966961595033,False,Simultaneous,Simultaneous,
X5,X3,2,0.5788423153692615,0.007442344603520112,False,Lag2,Lagged,
X6,X4,0,0.5788423153692615,0.004050848885442715,False,Simultaneous,Simultaneous,
X4,X6,0,0.5788423153692615,0.004050848885442715,False,Simultaneous,Simultaneous,
X3,X5,1,0.6127744510978044,0.0020385350300289318,False,Lag1,Lagged,
X3,X1,1,0.6167664670658682,0.003659174030929968,False,Lag1,Lagged,
X5,X5,2,0.6167664670658682,0.006179322845745627,False,Lag2,Lagged,
X5,X2,2,0.6467065868263473,0.0063485005500028,False,Lag2,Lagged,
X5,X6,2,0.6526946107784432,0.005308704277878107,False,Lag2,Lagged,
X5,X2,1,0.6586826347305389,0.005559413887611164,False,Lag1,Lagged,
X3,X2,1,0.6826347305389222,0.0027924480749579317,False,Lag1,Lagged,
X2,X2,2,0.7025948103792415,0.0050623891934611365,False,Lag2,Lagged,
X1,X5,1,0.7065868263473054,0.0035736121916949415,False,Lag1,Lagged,
X3,X4,2,0.7085828343313373,0.004497805496845864,False,Lag2,Lagged,
X3,X1,0,0.7125748502994012,0.006082601827196665,False,Simultaneous,Simultaneous,
X1,X3,0,0.7125748502994012,0.006082601827196665,False,Simultaneous,Simultaneous,
X4,X2,1,0.716566866267465,0.004911089279425962,False,Lag1,Lagged,
X3,X1,2,0.7485029940119761,0.004329835456058362,False,Lag2,Lagged,
X2,X3,2,0.7524950099800399,0.0031972228932199975,False,Lag2,Lagged,
X6,X4,2,0.7624750499001997,0.0035278324198655397,False,Lag2,Lagged,
X4,X5,2,0.7704590818363274,0.0026641560796321073,False,Lag2,Lagged,
X1,X5,2,0.7764471057884231,0.003150453950863774,False,Lag2,Lagged,
X3,X2,0,0.7784431137724551,0.0028252877593542003,False,Simultaneous,Simultaneous,
X2,X3,0,0.7784431137724551,0.0028252877593542003,False,Simultaneous,Simultaneous,
X1,X6,2,0.780439121756487,0.002346341453756562,False,Lag2,Lagged,
X1,X4,1,0.7924151696606786,0.002327702953719424,False,Lag1,Lagged,
X4,X4,2,0.8043912175648703,0.0020837325371338977,False,Lag2,Lagged,
X5,X5,1,0.8203592814371258,0.00435645411327501,False,Lag1,Lagged,
X5,X4,1,0.8303393213572854,0.0015582874078821085,False,Lag1,Lagged,
X4,X1,0,0.8502994011976048,-0.0006215385012744434,False,Simultaneous,Simultaneous,
X1,X4,0,0.8502994011976048,-0.0006215385012744434,False,Simultaneous,Simultaneous,
X6,X4,1,0.8542914171656687,0.0006711720132299703,False,Lag1,Lagged,
X3,X4,1,0.8702594810379242,0.0002532840307933881,False,Lag1,Lagged,
X6,X2,1,0.874251497005988,0.0002723516246505575,False,Lag1,Lagged,
X4,X5,1,0.8902195608782435,-0.0004745550366456186,False,Lag1,Lagged,
X1,X2,1,0.9041916167664671,-0.00010962863465158179,False,Lag1,Lagged,
X4,X6,1,0.9101796407185628,-0.0004178112716757276,False,Lag1,Lagged,
X5,X6,1,0.9161676646706587,-0.0006816417243227235,False,Lag1,Lagged,
X2,X1,0,0.9321357285429142,-0.002334583682327196,False,Simultaneous,Simultaneous,
X1,X2,0,0.9321357285429142,-0.002334583682327196,False,Simultaneous,Simultaneous,
X4,X1,2,0.9481037924151696,-0.0024871052910322433,False,Lag2,Lagged,
X4,X4,1,0.9481037924151696,-0.0031110982794593234,False,Lag1,Lagged,
X2,X5,1,0.9620758483033932,-0.0046604239026653005,False,Lag1,Lagged,
X5,X1,0,0.9740518962075848,-0.005796450364569772,False,Simultaneous,Simultaneous,
X1,X5,0,0.9740518962075848,-0.005796450364569772,False,Simultaneous,Simultaneous,
X6,X2,2,0.9900199600798403,-0.0070579056849000565,False,Lag2,Lagged,
X5,X4,2,0.9920159680638723,-0.0077588813008135915,False,Lag2,Lagged,
X1,X6,1,0.9940119760479041,-0.009413862207786394,False,Lag1,Lagged,
X4,X6,2,0.9940119760479041,-0.009478149741406039,False,Lag2,Lagged,
X2,X1,1,0.9960079840319361,-0.007931239957967406,False,Lag1,Lagged,
X2,X5,2,0.9960079840319361,-0.00958614148830117,False,Lag2,Lagged,
X6,X3,1,1.0,-0.015661859227526165,False,Lag1,Lagged,
