From,To,Lag,P_value,Correlation,Causal,Type
X6,X6,2,0.018,0.048053924608785555,True,Lag2
X2,X1,0,0.024,0.04580105560279258,True,Simultaneous
X1,X2,0,0.024,0.04580105560279258,True,Simultaneous
X5,X6,1,0.036,0.0426352824959234,True,Lag1
X2,X5,2,0.042,0.04205627562308284,True,Lag2
X1,X4,2,0.056,0.04057373512246969,False,Lag2
X2,X2,1,0.068,0.039563214861682766,False,Lag1
X1,X1,2,0.092,0.03779043707076659,False,Lag2
X1,X3,1,0.096,0.037695122909764164,False,Lag1
X6,X2,0,0.102,0.03733345413980968,False,Simultaneous
X3,X4,2,0.102,0.037400678820653954,False,Lag2
X2,X6,0,0.102,0.03733345413980968,False,Simultaneous
X5,X1,0,0.104,0.03714042673464512,False,Simultaneous
X2,X4,2,0.104,0.03713959838373779,False,Lag2
X1,X5,0,0.104,0.03714042673464512,False,Simultaneous
X1,X1,1,0.108,0.03661967793406298,False,Lag1
X6,X5,1,0.14,0.03531677352457736,False,Lag1
X5,X3,0,0.176,0.03398801133291838,False,Simultaneous
X3,X5,0,0.176,0.03398801133291838,False,Simultaneous
X6,X3,1,0.186,0.033783428156877515,False,Lag1
X5,X1,2,0.202,0.03328214035679171,False,Lag2
X6,X5,2,0.214,0.032635751075847874,False,Lag2
X4,X5,2,0.224,0.03242209808372254,False,Lag2
X6,X3,0,0.226,0.03232159121212557,False,Simultaneous
X3,X6,0,0.226,0.03232159121212557,False,Simultaneous
X6,X2,1,0.258,0.031306735676764105,False,Lag1
X2,X4,1,0.294,0.030372252634203588,False,Lag1
X4,X4,1,0.304,0.030023549640396874,False,Lag1
X6,X6,1,0.304,0.03007367751069539,False,Lag1
X3,X1,0,0.306,0.030000091997881645,False,Simultaneous
X1,X3,0,0.306,0.030000091997881645,False,Simultaneous
X4,X1,2,0.308,0.029992548506521215,False,Lag2
X3,X1,2,0.332,0.029501783531504577,False,Lag2
X3,X2,1,0.334,0.029348101939913284,False,Lag1
X4,X3,0,0.342,0.029264684797891006,False,Simultaneous
X3,X4,0,0.342,0.029264684797891006,False,Simultaneous
X6,X4,0,0.342,0.029257450300070927,False,Simultaneous
X1,X6,2,0.342,0.029171708716707066,False,Lag2
X4,X6,0,0.342,0.029257450300070927,False,Simultaneous
X4,X5,1,0.35,0.029111358149909422,False,Lag1
X2,X6,1,0.366,0.028906787333663923,False,Lag1
X5,X3,2,0.392,0.028413200413090946,False,Lag2
X4,X3,2,0.41,0.02809675847810539,False,Lag2
X4,X2,0,0.452,0.02732331757732915,False,Simultaneous
X2,X4,0,0.452,0.02732331757732915,False,Simultaneous
X3,X5,1,0.454,0.027294896504706373,False,Lag1
X5,X2,0,0.464,0.027206452095494035,False,Simultaneous
X2,X5,0,0.464,0.027206452095494035,False,Simultaneous
X4,X1,0,0.466,0.027173806399318944,False,Simultaneous
X1,X4,0,0.466,0.027173806399318944,False,Simultaneous
X3,X6,2,0.466,0.027162461062915234,False,Lag2
X1,X2,2,0.468,0.02714477587353184,False,Lag2
X6,X5,0,0.474,0.027058515528771254,False,Simultaneous
X5,X6,0,0.474,0.027058515528771254,False,Simultaneous
X6,X1,1,0.48,0.026965419396246627,False,Lag1
X2,X2,2,0.486,0.02688060961887352,False,Lag2
X6,X2,2,0.52,0.026518112564737503,False,Lag2
X2,X6,2,0.528,0.02636519227589904,False,Lag2
X5,X4,0,0.532,0.026328877866615346,False,Simultaneous
X4,X5,0,0.532,0.026328877866615346,False,Simultaneous
X2,X3,2,0.54,0.026199965352510773,False,Lag2
X5,X5,2,0.552,0.0259852201176473,False,Lag2
X5,X1,1,0.57,0.025745738377757336,False,Lag1
X4,X2,1,0.578,0.025611536023137385,False,Lag1
X3,X6,1,0.578,0.02566786308977769,False,Lag1
X4,X3,1,0.582,0.02556981381248096,False,Lag1
