From,To,Lag,Correlation,Causal,Type
X1,X1,0,0.0,False,Simultaneous
X1,X1,1,0.04310613137907337,False,Lag1
X1,X1,2,0.09353429945966162,False,Lag2
X1,X1,3,0.03643558347059241,False,Lag3
X1,X2,0,0.0705014324578521,False,Simultaneous
X1,X2,1,0.03513090062236948,False,Lag1
X1,X2,2,0.037800226103387666,False,Lag2
X1,X2,3,0.05769397112573059,False,Lag3
X1,X3,0,0.06303114175781312,False,Simultaneous
X1,X3,1,0.07230006771642324,False,Lag1
X1,X3,2,0.07413206532178977,False,Lag2
X1,X3,3,0.04841468080865312,False,Lag3
X1,X4,0,0.0338743386949592,False,Simultaneous
X1,X4,1,0.04305628094829002,False,Lag1
X1,X4,2,0.06436966961121128,False,Lag2
X1,X4,3,0.043301877374695374,False,Lag3
X1,X5,0,0.030802453152368466,False,Simultaneous
X1,X5,1,0.05259012204401781,False,Lag1
X1,X5,2,0.04981710061131895,False,Lag2
X1,X5,3,0.038901213126833215,False,Lag3
X1,X6,0,0.05111807283503584,False,Simultaneous
X1,X6,1,0.06827586249417099,False,Lag1
X1,X6,2,0.0397890339487996,False,Lag2
X1,X6,3,0.032956534609188515,False,Lag3
X2,X1,0,0.0705014324578521,False,Simultaneous
X2,X1,1,0.031213939308707802,False,Lag1
X2,X1,2,0.04168871233653738,False,Lag2
X2,X1,3,0.04261190332920576,False,Lag3
X2,X2,0,0.0,False,Simultaneous
X2,X2,1,0.05570354058107014,False,Lag1
X2,X2,2,0.04669461193731513,False,Lag2
X2,X2,3,0.036925870777129464,False,Lag3
X2,X3,0,0.042544477390429665,False,Simultaneous
X2,X3,1,0.05758922343674043,False,Lag1
X2,X3,2,0.04260196431034932,False,Lag2
X2,X3,3,0.036362785417870726,False,Lag3
X2,X4,0,0.036936484378149226,False,Simultaneous
X2,X4,1,0.0642849444229881,False,Lag1
X2,X4,2,0.04760876175043228,False,Lag2
X2,X4,3,0.03927231085556222,False,Lag3
X2,X5,0,0.03768044635571617,False,Simultaneous
X2,X5,1,0.05643543932667828,False,Lag1
X2,X5,2,0.05011705459355341,False,Lag2
X2,X5,3,0.04134353393171104,False,Lag3
X2,X6,0,0.05089340418186283,False,Simultaneous
X2,X6,1,0.053671986550165876,False,Lag1
X2,X6,2,0.056602709880960805,False,Lag2
X2,X6,3,0.04183556085917825,False,Lag3
X3,X1,0,0.06303114175781312,False,Simultaneous
X3,X1,1,0.04013709537092637,False,Lag1
X3,X1,2,0.03278418922156228,False,Lag2
X3,X1,3,0.06242858764744899,False,Lag3
X3,X2,0,0.042544477390429665,False,Simultaneous
X3,X2,1,0.035970600575443656,False,Lag1
X3,X2,2,0.04163797256295665,False,Lag2
X3,X2,3,0.07098834174220481,False,Lag3
X3,X3,0,0.0,False,Simultaneous
X3,X3,1,0.054258716422124556,False,Lag1
X3,X3,2,0.03939318045781832,False,Lag2
X3,X3,3,0.05044264833517108,False,Lag3
X3,X4,0,0.040831791670797764,False,Simultaneous
X3,X4,1,0.05053947968883948,False,Lag1
X3,X4,2,0.06104584167360091,False,Lag2
X3,X4,3,0.05536691235452029,False,Lag3
X3,X5,0,0.04209153701996001,False,Simultaneous
X3,X5,1,0.038500659741142466,False,Lag1
X3,X5,2,0.053785204038985596,False,Lag2
X3,X5,3,0.06177792718762997,False,Lag3
X3,X6,0,0.043909634251263714,False,Simultaneous
X3,X6,1,0.0653670552741487,False,Lag1
X3,X6,2,0.04152907002696147,False,Lag2
X3,X6,3,0.04473992240440969,False,Lag3
X4,X1,0,0.0338743386949592,False,Simultaneous
X4,X1,1,0.06003674569955494,False,Lag1
X4,X1,2,0.06472420356966406,False,Lag2
X4,X1,3,0.05530620167034768,False,Lag3
X4,X2,0,0.036936484378149226,False,Simultaneous
X4,X2,1,0.06814612602263842,False,Lag1
X4,X2,2,0.04057975249338738,False,Lag2
X4,X2,3,0.05505997139973568,False,Lag3
X4,X3,0,0.040831791670797764,False,Simultaneous
X4,X3,1,0.04607612279955269,False,Lag1
X4,X3,2,0.06609417637239572,False,Lag2
X4,X3,3,0.04948437117381183,False,Lag3
X4,X4,0,0.0,False,Simultaneous
X4,X4,1,0.05633440257839547,False,Lag1
X4,X4,2,0.055023544426658216,False,Lag2
X4,X4,3,0.06278479634380545,False,Lag3
X4,X5,0,0.03698648108387558,False,Simultaneous
X4,X5,1,0.04882601527550492,False,Lag1
X4,X5,2,0.04772138710604685,False,Lag2
X4,X5,3,0.0819065602302532,False,Lag3
X4,X6,0,0.05179300229895495,False,Simultaneous
X4,X6,1,0.036602990225657855,False,Lag1
X4,X6,2,0.03728100079102917,False,Lag2
X4,X6,3,0.058890796263960196,False,Lag3
X5,X1,0,0.030802453152368466,False,Simultaneous
X5,X1,1,0.04895407127874534,False,Lag1
X5,X1,2,0.03615577282643187,False,Lag2
X5,X1,3,0.03525462617793768,False,Lag3
X5,X2,0,0.03768044635571617,False,Simultaneous
X5,X2,1,0.037603012585200914,False,Lag1
X5,X2,2,0.04835162803967309,False,Lag2
X5,X2,3,0.03147853526040458,False,Lag3
X5,X3,0,0.04209153701996001,False,Simultaneous
X5,X3,1,0.053174108782880335,False,Lag1
X5,X3,2,0.046086350664428156,False,Lag2
X5,X3,3,0.054373152300331545,False,Lag3
X5,X4,0,0.03698648108387558,False,Simultaneous
X5,X4,1,0.0344401639175086,False,Lag1
X5,X4,2,0.06748314391026518,False,Lag2
X5,X4,3,0.05099323721834629,False,Lag3
X5,X5,0,0.0,False,Simultaneous
X5,X5,1,0.04251919107202307,False,Lag1
X5,X5,2,0.04777396712123054,False,Lag2
X5,X5,3,0.04381623206476802,False,Lag3
X5,X6,0,0.0865651149296352,False,Simultaneous
X5,X6,1,0.04742976960215681,False,Lag1
X5,X6,2,0.03654215131842787,False,Lag2
X5,X6,3,0.04131394263313609,False,Lag3
X6,X1,0,0.05111807283503584,False,Simultaneous
X6,X1,1,0.0416648587513243,False,Lag1
X6,X1,2,0.05068252967838682,False,Lag2
X6,X1,3,0.04193855190531554,False,Lag3
X6,X2,0,0.05089340418186283,False,Simultaneous
X6,X2,1,0.035994089935993366,False,Lag1
X6,X2,2,0.04305316059187333,False,Lag2
X6,X2,3,0.036954756004078215,False,Lag3
X6,X3,0,0.043909634251263714,False,Simultaneous
X6,X3,1,0.03775004207022314,False,Lag1
X6,X3,2,0.05405136073711413,False,Lag2
X6,X3,3,0.04418901368297283,False,Lag3
X6,X4,0,0.05179300229895495,False,Simultaneous
X6,X4,1,0.03624318380767779,False,Lag1
X6,X4,2,0.047231728041560894,False,Lag2
X6,X4,3,0.03672509596990394,False,Lag3
X6,X5,0,0.0865651149296352,False,Simultaneous
