From,To,Lag,P_value,Correlation,Causal,Type
X5,X4,3,0.016,0.04901570107586434,True,Lag3
X6,X6,2,0.024,0.04763326017532183,True,Lag2
X2,X1,0,0.034,0.0452327737788944,True,Simultaneous
X1,X2,0,0.034,0.0452327737788944,True,Simultaneous
X2,X2,3,0.04,0.04328159471935571,True,Lag3
X5,X6,1,0.05,0.041962725251356435,False,Lag1
X2,X5,2,0.064,0.040845685811565266,False,Lag2
X1,X4,2,0.07,0.04043314342072705,False,Lag2
X6,X4,3,0.072,0.0403122850149621,False,Lag3
X2,X2,1,0.078,0.03950035260621874,False,Lag1
X6,X2,0,0.084,0.03869819715106737,False,Simultaneous
X2,X6,0,0.084,0.03869819715106737,False,Simultaneous
X3,X4,2,0.088,0.03828825214734328,False,Lag2
X3,X5,3,0.092,0.03762146807147408,False,Lag3
X2,X4,2,0.094,0.037496402915847715,False,Lag2
X1,X1,2,0.1,0.037325014063942154,False,Lag2
X1,X1,1,0.104,0.036990282355877833,False,Lag1
X1,X3,1,0.114,0.03648063383729233,False,Lag1
X3,X4,3,0.114,0.03672503259287074,False,Lag3
X5,X1,0,0.122,0.03616379111957068,False,Simultaneous
X1,X5,0,0.122,0.03616379111957068,False,Simultaneous
X2,X3,3,0.124,0.036042750052842985,False,Lag3
X6,X5,1,0.142,0.035350868940374425,False,Lag1
X4,X4,3,0.184,0.03406800673254565,False,Lag3
X5,X1,2,0.196,0.03339712873885907,False,Lag2
X6,X3,1,0.196,0.03335973853407184,False,Lag1
X5,X5,3,0.216,0.0329093699996409,False,Lag3
X4,X5,2,0.226,0.03265044350353099,False,Lag2
X5,X3,0,0.254,0.0318991498316973,False,Simultaneous
X3,X5,0,0.254,0.0318991498316973,False,Simultaneous
X6,X3,0,0.262,0.03162435253739674,False,Simultaneous
X3,X6,0,0.262,0.03162435253739674,False,Simultaneous
X4,X5,3,0.272,0.03147194734643999,False,Lag3
X5,X2,3,0.276,0.03139965596697302,False,Lag3
X3,X1,0,0.28,0.03130234456045912,False,Simultaneous
X1,X3,0,0.28,0.03130234456045912,False,Simultaneous
X6,X2,1,0.286,0.031229581403283836,False,Lag1
X6,X5,2,0.306,0.030849941952586214,False,Lag2
X4,X3,0,0.316,0.030582298020100738,False,Simultaneous
X3,X4,0,0.316,0.030582298020100738,False,Simultaneous
X4,X1,2,0.33,0.030185260607012293,False,Lag2
X6,X4,0,0.334,0.03007229720918171,False,Simultaneous
X4,X6,0,0.334,0.03007229720918171,False,Simultaneous
X2,X4,1,0.338,0.029943870449221307,False,Lag1
X6,X6,1,0.338,0.0300014006375025,False,Lag1
X5,X3,2,0.354,0.029703753791246405,False,Lag2
X1,X6,2,0.354,0.029693095800825815,False,Lag2
X4,X4,1,0.358,0.029568641789326857,False,Lag1
X3,X1,2,0.37,0.02916081702219876,False,Lag2
X4,X5,1,0.374,0.029094605080505136,False,Lag1
X2,X6,1,0.382,0.02893391547288593,False,Lag1
X4,X3,2,0.386,0.02886978486607745,False,Lag2
X3,X2,1,0.41,0.028532101690904792,False,Lag1
X1,X3,3,0.412,0.028327288937963022,False,Lag3
X5,X1,3,0.444,0.02776818254671375,False,Lag3
X3,X5,1,0.464,0.0274243209558683,False,Lag1
X6,X5,0,0.464,0.02735991318141393,False,Simultaneous
X5,X6,0,0.464,0.02735991318141393,False,Simultaneous
X4,X1,0,0.468,0.02728897607493016,False,Simultaneous
X4,X2,0,0.468,0.02727069398407344,False,Simultaneous
X1,X4,0,0.468,0.02728897607493016,False,Simultaneous
X2,X4,0,0.468,0.02727069398407344,False,Simultaneous
X6,X1,1,0.47,0.02720579705779541,False,Lag1
X5,X2,0,0.47,0.027235795585857727,False,Simultaneous
X2,X3,1,0.47,0.027240061386156218,False,Lag1
X2,X5,0,0.47,0.027235795585857727,False,Simultaneous
X2,X4,3,0.474,0.027107472726499843,False,Lag3
X2,X2,2,0.476,0.027073610756891076,False,Lag2
X3,X6,2,0.488,0.026835890539287883,False,Lag2
X1,X2,2,0.496,0.026710666356991118,False,Lag2
X6,X2,2,0.51,0.026474812651164675,False,Lag2
X2,X6,2,0.514,0.026366912913504455,False,Lag2
X5,X4,0,0.522,0.026298323587771937,False,Simultaneous
X4,X5,0,0.522,0.026298323587771937,False,Simultaneous
X5,X5,2,0.528,0.026162165635606437,False,Lag2
X4,X2,1,0.542,0.025966835348017834,False,Lag1
X4,X3,3,0.546,0.025835042215699412,False,Lag3
X3,X3,3,0.55,0.025714417145043782,False,Lag3
X2,X1,3,0.552,0.025666086628195552,False,Lag3
X5,X1,1,0.552,0.025702066329781566,False,Lag1
X6,X1,0,0.556,0.02563971359792286,False,Simultaneous
X1,X6,0,0.556,0.02563971359792286,False,Simultaneous
X3,X1,3,0.558,0.025610588793643797,False,Lag3
X1,X5,1,0.562,0.025545078080138884,False,Lag1
X3,X2,0,0.564,0.025483898344702313,False,Simultaneous
X2,X3,0,0.564,0.025483898344702313,False,Simultaneous
X3,X6,3,0.564,0.02552657143258626,False,Lag3
X2,X3,2,0.566,0.025464747976181226,False,Lag2
X1,X2,1,0.568,0.02542866309570484,False,Lag1
X3,X6,1,0.568,0.025422143557768354,False,Lag1
X6,X1,2,0.572,0.025346346987628905,False,Lag2
X1,X5,3,0.578,0.0252438221140794,False,Lag3
X4,X6,2,0.578,0.02525380501433739,False,Lag2
X2,X5,1,0.58,0.02521923085605846,False,Lag1
X4,X3,1,0.584,0.02516893495045635,False,Lag1
X4,X6,3,0.584,0.02517914251517334,False,Lag3
X1,X4,1,0.6,0.024881815025934072,False,Lag1
X6,X5,3,0.61,0.024784651703622804,False,Lag3
X5,X2,2,0.614,0.024736945697803166,False,Lag2
X1,X4,3,0.618,0.024568253918178056,False,Lag3
X5,X6,3,0.62,0.024550566486579387,False,Lag3
X4,X4,2,0.63,0.024473804094536332,False,Lag2
X4,X2,3,0.642,0.024273208917830046,False,Lag3
X5,X6,2,0.644,0.024227296430822932,False,Lag2
X2,X5,3,0.65,0.02419293113745567,False,Lag3
X4,X1,1,0.67,0.0239372689938971,False,Lag1
X5,X3,1,0.676,0.02376776837234809,False,Lag1
X3,X4,1,0.694,0.02354246180933527,False,Lag1
X1,X3,2,0.698,0.02347355900041271,False,Lag2
