X1,X2,X3,X4,X5,X6,X7,X8,U,time
0.2511070899823281,0.36409004951763024,0.711075422767854,0.1598492660381458,-0.1293573085106515,-0.6578610004512604,-0.5997784267405772,-0.05789912444887173,-0.03091721234686394,0.03155277077496269
0.34504338685546354,0.8738727774603738,0.4440758867441998,0.20256847063526007,-0.3400672052785747,-0.4246807322908659,-0.1559576754547324,-0.0723042891726908,-0.07677975651041286,0.2852963109712502
0.3660196758747586,0.5079268920995296,0.4135968782149573,0.1476393052537286,-0.3940243737997636,-0.5479765713442066,-0.2366338914789155,0.08908777036374675,-0.11783316574122545,0.3960701659123449
0.45488506887777497,0.8199212689409054,0.39436016409467617,0.2989976655063424,-0.15134767743107308,-0.5358156915582051,0.057801032930767826,0.18101472093417875,-0.08409087980478551,0.4803142006290137
0.7077800597607493,0.7538785771823385,0.5770107224943789,0.38887236235519695,0.015795424867211322,-0.4343774948250477,-0.02129277647915996,0.31151666231979663,0.3280016287414466,0.564558235345684
0.45153182200715586,0.6196325915075551,0.5773419704042428,0.2966422885955586,0.2873274407934288,-0.36806808497564086,-0.0023406283377673254,0.1450891258876095,-0.30123936482351593,0.6488022700623526
0.5401280683603563,0.6379510891896368,0.5101128739997675,0.15332355430441796,0.14962670427565028,-0.1724759753912658,0.34415920167911407,0.4095928493163493,-0.11469586287334393,0.7330463047790218
0.7250119563721684,0.7937591990014996,0.4951725667658822,0.27317300227865615,0.09065796232257949,-0.1937057127064794,0.3574872662597919,0.4536547291240156,0.09041601094720163,0.9021901893885083
0.5766098209343982,0.748494198885573,0.5163968903920616,0.21333300854813614,0.0407208010776088,-0.20709587815176222,0.35352517497791214,0.6689510519492787,-0.0022603089444819514,0.9864342241051779
0.7557043517443476,0.7447206172433785,0.49323392408568273,0.2250202572709773,-0.07732085375314951,-0.02250226430838702,0.46461955487865575,0.5758711088356187,-0.01979531265683305,1.0898761269748514
0.5285937530895968,0.5824019507621457,0.5621384007909965,0.5835245735452982,0.18056032690653961,0.023785467166317256,0.5158377483228327,0.5583056711241838,0.0873158548619149,1.17412016169152
0.6445665573534264,0.6378322659034077,0.424488277309712,0.14584419000777182,0.13400992853079605,-0.02824985227560143,0.559150710518039,0.6037280981986697,-0.015673039822252585,1.468397431762153
0.5384312425457207,0.5814305322654769,0.5018037086895497,0.2528151081111931,0.10907273420719946,-0.02565557500337841,0.7387780181931288,0.7920118925981808,0.12225009148868804,1.618066302122242
0.6707995309949679,0.9109814383505699,0.39334266282095337,0.3125079609685053,0.05517766204274083,0.23608753389457693,0.647822968362214,0.7160104453356084,-0.09384679102058487,1.7023103368389119
0.5131634663132169,0.4793729392645274,0.44989178461613943,0.14546899146851705,0.2647594916221625,0.06958611300223816,0.7879654606508046,0.838159032960196,-0.02523800434644497,1.7865543715555794
0.6180382395397306,0.7601111571260464,0.5382550392485344,0.2000859825698009,0.21741850456986986,0.12984326267798502,0.8425701588503318,0.7612789426666184,0.10896648650164614,1.8707984062722522
0.5859471875415901,0.6069264598095439,0.4615811405650922,0.2516977175918589,0.3979001014190619,0.28891010966652475,0.8041204095897706,0.7124967922403596,-0.09842723752925037,1.9550424409889193
0.5844880592081143,0.5976979861605067,0.2849852638610163,0.293491926449489,0.558559256409614,0.2876609891094117,1.0003296417248773,0.8914824219243653,-0.05985425748940251,2.0392864757055884
0.6381111914762904,0.5002226294245368,0.5521025625217945,0.44046485679329916,0.5846388265789195,0.16052732492697527,0.9487313667093266,1.2009360670035445,0.40462396273044243,2.1235305104222597
0.397020179591119,0.563935465377782,0.3682253127135902,0.3199431669723903,0.34130309768857575,0.35704457273303314,0.9246609592766089,1.000501698744131,0.10310629139880534,2.207774545138927
