X1,X2,X3,X4,time
0.27589376122151815,0.3966517069982193,0.5296925578003472,0.22620273506072472,0.03155277077496269
0.3743174050616417,0.6372258643877,0.5192397032715478,0.1419384410515686,0.2852963109712502
0.41345846022330446,0.5816748550074435,0.4949109485309483,0.30894233136155325,0.3960701659123449
0.4776843024625615,0.6128363240749923,0.35325985910726265,0.3876850363140637,0.4803142006290137
0.5418732753908511,0.7556657430571998,0.42769954004704064,0.27200052041294764,0.564558235345684
0.5963472865845331,0.6627225656886252,0.4134563638141925,0.2035769524952581,0.6488022700623526
0.476782858169373,0.6751699932729543,0.4138641055040346,0.18237471367065092,0.7330463047790218
0.6201662519260385,0.5981484586269152,0.3411075965046689,0.18626288709524752,0.9021901893885083
0.6819231241933602,0.6735806168087721,0.4457824561408966,0.08500909231321122,0.9864342241051779
0.6311452998038901,0.7736852074502254,0.3680442823386461,0.2992299584210938,1.0898761269748514
0.567682101876704,0.7901896678594416,0.5598821203082697,0.14264858649651954,1.17412016169152
0.5833590654856549,0.8155578623768913,0.4403743739071506,0.1504780526412555,1.468397431762153
0.44195213295094204,0.5850014624547598,0.13319226296522227,0.11580068607118127,1.618066302122242
0.3270975376945427,0.40272963432844516,0.2826790145776469,0.2470859936944843,1.7023103368389119
0.5881891027092736,0.4422906080042606,0.3898841041721968,0.25937860342057806,1.7865543715555794
0.5003717025162806,0.6499981800553633,0.20610889253363057,0.36280905558892107,1.8707984062722522
0.47640269502983823,0.5523901111751656,0.4023327821514371,0.5221995611803065,1.9550424409889193
0.38517091252998276,0.530384596613339,0.24751269779356874,0.26709148204068023,2.0392864757055884
0.4267159288049588,0.6384007966779361,0.46496607142960905,0.2927633243584558,2.1235305104222597
0.4122496163347491,0.6535857800815593,0.3198940602890582,0.45678147988015716,2.207774545138927
0.4276959010685707,0.4007685476686782,0.5868485034543142,0.5850383341381461,2.2920185798555983
0.40986402404723543,0.610712837350802,0.4275337583624556,0.4643536555756963,2.376262614572268
0.651089294663784,0.8018240409579542,0.3656181056492247,0.36951451521917034,2.460506649288933
0.29347269050507624,0.5087353960770847,0.49531194459338096,0.6552785479320413,2.544750684005606
0.44117755303948847,0.6575281820187384,0.4649273664345359,0.5470812014639912,2.628994718722273
0.7085169834911502,0.5769964587156737,0.47402302785569017,0.6490844596925088,2.757731856214142
0.6753626336112545,0.8260547086618687,0.5355176119037507,0.49852187705875023,2.8419758909308115
0.6353941765022411,0.781551708573627,0.5832393594505283,0.5242047957176194,2.926219925647483
0.7105851751518505,0.8116905727632816,0.6719787429871752,0.5701199999006994,3.010463960364149
0.5429119517968721,0.7429107936692441,0.628575111180577,0.45655442944794106,3.0947079950808174
0.5700064465238451,0.6892147182868081,0.6047403779633294,0.6591576935635153,3.1789520297974905
