X1,X2,X3,X4,X5,X6,time
0.29372789755981743,0.7177471390760356,0.5852071976575193,0.10537730680838862,-0.34939376711693726,-0.4809381380037963,0.03721450341270044
0.23302390253458352,0.6725699278228174,0.4509047842232402,-0.056677180169129066,-0.5063606761457354,-0.31403681382084075,0.6363632611285023
0.5592177487581195,0.7758219634162334,0.11969445939389217,0.12162989273130576,-0.024548675459861058,-0.3721838412986506,0.8973966282451407
0.41164297939728434,0.5519602232412606,0.14286216038313332,0.15334200371645396,0.007185424532884703,-0.26215839098433036,1.0782641961706685
0.4830745271374471,0.3682551001526387,0.09650140582533154,0.22600805621022296,0.055835547257206485,-0.3394950073757756,1.177624722693774
0.5961046529615045,0.4938535902911471,0.34642053079379304,0.11170893250620714,0.25460329763785633,-0.039993457261085,1.2769852492168796
0.4334898367620131,0.5489410163001631,0.30431266862998785,0.2506820565301023,-0.027419638896512957,-0.09787751193012564,1.3763457757399853
0.4819460805216011,0.3070768980182019,0.047276804436852005,-0.060742651917616575,0.09557886299658158,0.006808179935203107,1.7760796673218968
0.5204357311766885,0.35690393801020764,0.32066420875938056,0.022218084282939116,0.016282211057294577,-0.012791032347055272,1.9583726014209597
0.40872420655593217,0.4483822518834848,-0.0453039345222985,0.16058305911196882,0.10511100319246017,0.12011583657934556,2.2026219049367115
0.37031675457888197,0.19161276323943996,0.11237697129393079,0.07485055667663872,0.2533957163267563,0.1885825287132584,2.301982431459817
0.23013055810654653,0.38986348954685046,0.12242750677269257,0.1728192116113913,0.3122253003703931,0.0496987397308864,2.997381588270181
0.26833957147717125,0.2390720959819962,0.4051330698890719,0.29368666351875383,0.2608024862432074,0.19987576218241376,3.3501397214713244
0.3587464815025516,0.4701719546988753,0.3040260965547495,0.3810656108672459,0.2771848508275608,0.14843601681222024,3.44950024799443
0.32044790752356594,0.2746664659059931,0.1253630100642689,0.45573885742022946,0.5134716662184211,0.20852456919369639,3.548860774517536
0.46201910067369195,0.5080904689311739,0.5904037873636255,0.43756525632565213,0.3331530329534983,0.16536538257974048,3.6482213010406404
0.23619035036562766,0.4303346014576516,0.16313582900885548,0.19419507043034898,0.2767410233212174,0.18055182635546124,3.747581827563747
0.6841987254495023,0.6917501425279091,0.30763163203632277,0.4713596161323539,0.3665419249191856,0.23030501046421634,3.894847108204685
0.6022045838771832,0.5040401283276842,0.160660069045505,0.2855546237406897,0.3399182576051319,0.207608257384,4.006858270682891
0.6513485685624711,0.7138061125868983,0.16011147420236463,0.4126846186501355,0.31314170842533073,0.32781464645917735,4.106218797205996
0.39822897783466027,0.37692372381023825,0.24341980168903185,0.14931677041053393,0.4301410358968428,0.40631123390523355,4.294022760633662
0.4475464820266476,0.37777929401754967,0.21246034381791903,0.337935006024439,0.4693603495316866,0.34836666092680246,4.393383287156767
0.5527625352278273,0.584400852058349,0.09289882295328947,0.3026272788113541,0.42252913844899787,0.5397318676568886,4.492743813679871
0.41154904491874095,0.31665868229579985,0.0835661743511803,0.25449374143645376,0.4995147804734593,0.43069284270855723,4.592104340202977
0.5593504081329912,0.2732834515494723,0.22012462916989653,0.19789462414251968,0.43422677838090595,0.5689267461169847,4.713339171255307
0.44389031349058,0.4215856992364817,0.27085399952420014,0.21995792797086186,0.6192316715233965,0.5286646930342863,5.019784050773622
0.6501350497969669,0.6163669222021362,-0.09668640091679573,0.16005811076369814,0.6164886615296121,0.671306380776817,5.119144577296727
0.5630046698967798,0.3889169817209779,0.14171344329424718,0.21995432721670533,0.7066895454124792,0.7799475634550237,5.263002981896065
0.5386018848936855,0.31329024320172516,0.04700548688002234,0.2180729852743773,0.6691749883515606,0.789654341869741,5.441928769272742
0.57863904673564,0.5429275744643964,0.16275599578244518,0.1753876656268421,0.7867469324177648,0.8500356978637317,5.541289295795848
0.26003149029690076,0.19459404702271998,-0.14731979932915065,0.20315819265816754,0.7296322888224083,1.1481052465717587,5.727996169308321
0.48496277476667965,0.24944197980621075,0.09545263453694273,0.03849017673458324,0.7961865900690783,1.1215986801602906,5.827356695831425
0.2845977373902462,0.21564937982585314,0.05072082711288972,0.2225603732455682,0.8796868519319028,1.336990435756427,5.92671722235453
0.26191989917109887,0.0020857055000847932,-0.12810279917567569,0.31248931778998257,1.1111535572073903,1.281004318745698,6.521670066505488
-0.05713138914551093,-0.373192883166609,0.05803508292839711,0.6389691281257552,1.431830493285901,1.5744650381424465,7.193183943183628
-0.24057919877524606,-0.4011018126221296,0.115828639699629,0.8192358540646884,1.4746364266695877,1.6383194336313014,7.5206914918439844
-0.14071396275857084,-0.14671351033608324,0.37750277314464054,1.0348664071019174,1.3130755087626396,1.652094138192902,7.62005201836709
-0.44254991644109964,-0.1352093823266221,0.3554354261604816,0.9088816729213974,1.4857290865518051,1.7065472210531678,7.7194125448901945
-0.10656506889336032,-0.17206026736711966,0.522426373496936,1.1034332199705945,1.5799957163273168,1.8862985567318455,7.948069177075475
-0.4642244812594553,-0.06703300864957074,0.8812360263286079,1.2551321694135105,1.6658476177849137,1.8425299869083378,8.063096355827449
-0.5120647568559002,-0.11227929613420867,0.7466062514051812,1.2484949931954192,1.394764028481605,2.072127346258591,8.162456882350552
