From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X4,X2,1,0.0024026339079878957,9.308852244889703,True,Lag1,Lagged
X4,X2,2,0.005111123161302709,5.333211207138174,True,Lag2,Lagged
X1,X3,2,0.012880588212632712,4.39067924105728,True,Lag2,Lagged
X4,X1,2,0.046242993273762946,3.0930906012965234,True,Lag2,Lagged
X4,X6,1,0.10239948582030728,2.6776600319915684,False,Lag1,Lagged
X2,X5,1,0.16075141168270105,1.9730405521802603,False,Lag1,Lagged
X2,X3,1,0.16722767439877909,1.9132256284977198,False,Lag1,Lagged
X2,X1,1,0.20058482153221396,1.642476353524975,False,Lag1,Lagged
X2,X3,2,0.2029198522739397,1.6001152742168683,False,Lag2,Lagged
X2,X4,1,0.2037443680463879,1.619595919164369,False,Lag1,Lagged
X4,X3,1,0.2078878711421218,1.5902175268162075,False,Lag1,Lagged
X4,X6,2,0.24944498664221249,1.3924349439691561,False,Lag2,Lagged
X2,X5,2,0.2788618020901599,1.280352641343965,False,Lag2,Lagged
X4,X1,1,0.2890628427307526,1.1263915092978027,False,Lag1,Lagged
X5,X3,1,0.3024519125618536,1.0655672380398262,False,Lag1,Lagged
X1,X4,1,0.3038186005693967,1.0595540583367338,False,Lag1,Lagged
X5,X1,1,0.32552917050136654,0.968520794587096,False,Lag1,Lagged
X4,X5,1,0.35295139671662057,0.8644401283708948,False,Lag1,Lagged
X6,X5,1,0.3713858116804408,0.8004734108478355,False,Lag1,Lagged
X5,X4,2,0.38489868842829,0.9566265941159477,False,Lag2,Lagged
X2,X1,2,0.4049275542049089,0.9057069466406572,False,Lag2,Lagged
X4,X3,2,0.43293782624914856,0.8385843400112527,False,Lag2,Lagged
X5,X3,2,0.43854728158875433,0.8256673797165751,False,Lag2,Lagged
X3,X2,1,0.4402064223075206,0.596703647458021,False,Lag1,Lagged
X6,X3,1,0.44668562776377674,0.5799709962656432,False,Lag1,Lagged
X2,X4,2,0.5074860406270996,0.6792201400702211,False,Lag2,Lagged
X1,X4,2,0.5152343473727243,0.6640262184110332,False,Lag2,Lagged
X5,X4,1,0.5218066641181281,0.41090483984388226,False,Lag1,Lagged
X6,X1,2,0.550506860821955,0.5976391791253614,False,Lag2,Lagged
X6,X2,1,0.5632613287109283,0.33453847954858473,False,Lag1,Lagged
X1,X3,1,0.6075371473210017,0.2641132480954572,False,Lag1,Lagged
X5,X1,2,0.6187282569637893,0.4805569259681469,False,Lag2,Lagged
X5,X6,1,0.6273074401613317,0.2360236719392664,False,Lag1,Lagged
X3,X2,2,0.6314996674096909,0.46008670106703303,False,Lag2,Lagged
X6,X5,2,0.6346300313951289,0.45513273517148284,False,Lag2,Lagged
X6,X4,1,0.6429236616315815,0.2152022411006644,False,Lag1,Lagged
X4,X5,2,0.6535437132294664,0.42571304424154416,False,Lag2,Lagged
X6,X1,1,0.6544434763652058,0.20058641175266176,False,Lag1,Lagged
X2,X6,1,0.7449266761170776,0.10596167444607726,False,Lag1,Lagged
X6,X3,2,0.7454343515435768,0.2939633519213876,False,Lag2,Lagged
X3,X6,2,0.7729411580079404,0.2576869518920655,False,Lag2,Lagged
X6,X2,2,0.7791741239171742,0.24964706759801597,False,Lag2,Lagged
X5,X2,1,0.7973579102169018,0.06600066697965783,False,Lag1,Lagged
X1,X6,2,0.8242585504374508,0.19334681142397234,False,Lag2,Lagged
X1,X5,1,0.8344332197677637,0.043735033565522635,False,Lag1,Lagged
X6,X4,2,0.8404960376402518,0.1738242994398009,False,Lag2,Lagged
X1,X2,2,0.8435618841672532,0.1701807321256436,False,Lag2,Lagged
X5,X6,2,0.8443476513319236,0.16924903738194122,False,Lag2,Lagged
X3,X5,2,0.8462516617797942,0.16699503213832256,False,Lag2,Lagged
X5,X2,2,0.8650043342746584,0.145063428979889,False,Lag2,Lagged
X2,X6,2,0.8772560677043668,0.13099114010631094,False,Lag2,Lagged
X3,X1,2,0.8973927717822777,0.10828541757691651,False,Lag2,Lagged
X1,X6,1,0.9022466988252162,0.015101108470800121,False,Lag1,Lagged
X3,X6,1,0.9157443507568959,0.011204171441232076,False,Lag1,Lagged
X3,X4,1,0.918848542423639,0.010390980956875679,False,Lag1,Lagged
X1,X2,1,0.940468852626032,0.005582846719501159,False,Lag1,Lagged
X1,X5,2,0.9543662295528523,0.04671221824793328,False,Lag2,Lagged
X3,X5,1,0.9715063209727837,0.0012771443062848194,False,Lag1,Lagged
X3,X1,1,0.9865231846378232,0.00028561016443984515,False,Lag1,Lagged
X3,X4,2,0.9903813616528682,0.009665385725799796,False,Lag2,Lagged
