X1,X2,X3,X4,X5,X6,X7,time
2.8756144540258055,5.705034553641886,6.547753684982005,6.411006604758512,4.243556313902372,-1.0347409311559264,-0.6716977782682442,0
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.12638057174423534,-0.5525201597104477,1
2.8756144540258055,0.5372390165498502,0.2773837767986383,0.45176235757774175,0.5496414454937549,2.962044650255514,0.21000025793514307,2
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.9636518595497938,1.0990715969280311,3
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.12638057174423534,1.2621716455434613,4
2.2108995551052675,0.016751550120405093,0.07097472995580972,0.20509289170814893,0.18568275452750999,2.780372578373176,0.427753017845452,5
2.2108995551052675,0.5875874005620669,0.1675944382435779,1.1326467876650506,1.8870246276161586,1.32699600331447,0.24466034486252133,6
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.7819797876674556,-0.16610727530722938,7
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,1.6903401470791468,0.14490720075638114,8
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.23696357202044105,-0.5759512544482527,9
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.05529150013810285,0.40930433877843553,10
1.5461846561847297,1.5653779568951163,0.9397533869821505,0.2698222765529599,0.8201549997519674,-0.12638057174423534,-0.43153753935703687,11
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.41863564390277924,-0.14878163307169484,12
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.4897247155089117,0.5230471602630338,13
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.4897247155089117,-0.37826623636278867,14
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.12638057174423534,-0.37346873159023486,15
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.4897247155089117,0.03759667733729439,16
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.4897247155089117,-0.636903993655416,17
0.21675485834365368,-0.20777829934432412,-0.188248469240568,-0.19977105258536831,0.22728158807148946,1.32699600331447,-0.5851837498964678,18
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.30805264362657353,-0.6524305716012428,19
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.05529150013810285,0.5022065145307767,20
0.21675485834365368,0.3429202869940212,0.2031549516557184,-0.03170184381282148,0.12385744580371744,-0.4897247155089117,-0.6538852605483663,21
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.12638057174423534,-0.6466177533186561,22
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.67139678739125,-0.6674227740154735,23
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.8530688592735881,-0.6333414901114404,24
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.8530688592735881,4.786295151338614,25
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.8530688592735881,-0.4268350346789891,26
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.8530688592735881,-0.35736621557146525,27
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.67139678739125,-0.5807351877787342,28
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,0.05529150013810285,-0.5002226076848861,29
-0.44796004057688427,-0.299370371556183,-0.22424936571186913,-0.2495017200518486,-0.33801860024149327,-0.8530688592735881,-0.5977164546716845,30
