X1,X2,X3,X4,X5,X6,X7,X8,U,time
0.060129249463423996,-0.10951668982661747,0.13018021421494605,-0.08587097028393671,0.10467940508055001,0.24011960364905535,-0.24298168240233295,-0.05536939759175949,-0.05868808742567316,0
-0.046325347148132225,-0.03462848058151922,-0.060665256959587945,0.1895611918577977,0.1968114556113767,0.07750530422259055,-0.3128804392990481,-0.03419810136315612,-0.12060989969988055,1
-0.15395098248887848,0.02770442310892275,0.0,-0.03624888611791208,-0.17454266707204746,0.0,0.08433619775333265,0.10577213884070935,-0.2116262861297373,2
-0.031185197936764844,-0.021293182686975737,,,0.021452611766154858,0.0,0.14371842409049537,0.022319178085686175,0.16640229486699326,3
0.027388364657466885,-0.051596875748499305,0.0,-0.09437054738432986,-0.2930397156218442,0.0,-0.019086375273700662,,0.09475623706422664,4
-0.05700999460619391,0.030668867403374097,0.0,,-0.036507428749408946,0.0,0.07595101936189468,-0.08469642820387493,-0.03189689262027241,5
-0.05193914000920447,-0.040600867768767444,0.0,,-0.008071559820533234,0.0,0.048281898296889364,0.023636602034573195,-0.10242447079772093,6
-0.1307735975092534,0.09125540673854342,0.0,-0.17250996414668487,0.20418598920708514,0.0,-0.1620547582515366,-0.16704476550100705,-0.010337328597280029,7
-0.2840575658291786,-0.1359792381234873,0.0,,-0.0563295002637507,0.0,-0.2607936025756536,-0.06133416503547388,0.03485450750790016,8
0.2586978660212048,,0.0,-0.3095777894958992,0.04693974950782571,0.0,0.021381005320031732,0.08654052996901704,0.19219815198324483,9
-0.1433676929888315,-0.04703956940829265,0.0,0.008421546715137326,0.03508475739437693,0.0,0.03648727918809291,-0.009859651048607847,-0.05939047531183409,10
0.32526803239449065,0.39325319327494546,0.0,0.10589038107410176,0.07266594767928312,0.0,0.07539090633428408,0.11833574524278939,0.12656424017743326,11
0.05094736852680073,0.06193575116594333,0.0,0.0766256729732413,,0.0,-0.01592863509622462,0.0037702992339194927,0.14659970281699844,12
0.017124351791002714,0.039088045112463055,0.0,-0.13735260493840154,0.09664376553319537,0.0,-0.1232404676195904,-0.14436434218040523,0.04117478241997469,13
,0.04433398120501443,0.0,-0.0027921712474534427,,0.0,0.05693961615454751,,0.09541605167896121,14
,0.01666877116169464,0.0,0.36000984995664564,,0.0,,,0.043732374486684336,15
