From,To,Lag,P_value,Value,Causal,Type
X1,X1,2,0.0027250694397133466,0.0951120804246276,True,Lag2
X6,X5,0,0.005715116279347319,-0.08777725875519414,True,Simultaneous
X5,X6,0,0.005715116279347319,-0.08777725875519414,True,Simultaneous
X6,X6,2,0.01758462432876672,0.07533236001063534,True,Lag2
X5,X2,1,0.02669389431036047,-0.07039395573747309,True,Lag1
X5,X4,3,0.030026145011936352,0.06903382180717149,True,Lag3
X4,X5,2,0.04211347889428643,-0.06467333433700016,True,Lag2
X2,X4,1,0.044836779532251334,0.06377632016525306,True,Lag1
X4,X2,1,0.05726220753685144,-0.06044851118823154,False,Lag1
X3,X4,2,0.07853853274691319,-0.055967172820418916,False,Lag2
X1,X3,3,0.09172773405973836,-0.05359792138077655,False,Lag3
X2,X1,0,0.09501078963496414,0.053064228845961334,False,Simultaneous
X1,X2,0,0.09501078963496414,0.053064228845961334,False,Simultaneous
X4,X4,1,0.1012030953663254,-0.05220207508393521,False,Lag1
X4,X1,2,0.10195997335761568,0.0520340643530816,False,Lag2
X5,X3,3,0.12123548727188851,0.04928212806734453,False,Lag3
X3,X1,2,0.12988882430899348,0.048143824896702894,False,Lag2
X1,X4,2,0.13352618325789273,0.04776541597556586,False,Lag2
X4,X4,2,0.15547948784289123,-0.045270272384882265,False,Lag2
X3,X5,3,0.1886894633783447,-0.04183219015630299,False,Lag3
X6,X6,1,0.21950795678291485,0.03901823049624499,False,Lag1
X6,X3,0,0.22455361631800297,-0.03861447888720329,False,Simultaneous
X3,X6,0,0.22455361631800297,-0.03861447888720329,False,Simultaneous
X3,X2,1,0.2313069998082121,-0.038038956891747494,False,Lag1
X1,X4,1,0.2367468596691555,0.0376755744172734,False,Lag1
X3,X1,1,0.2387249783567985,0.037479202113275704,False,Lag1
X6,X1,3,0.24023100653664364,0.037340466350182816,False,Lag3
X4,X6,2,0.26870932169073913,-0.03520363590450604,False,Lag2
X3,X1,0,0.27589938096043015,-0.03464489853370843,False,Simultaneous
X1,X3,0,0.27589938096043015,-0.03464489853370843,False,Simultaneous
X5,X2,3,0.2770292756835105,-0.0345810250127582,False,Lag3
X3,X6,3,0.2780707334643818,0.034488747939188054,False,Lag3
X3,X4,1,0.2811355285544045,-0.03430445088980934,False,Lag1
X3,X4,3,0.29309060401629494,-0.033481409785614646,False,Lag3
X5,X4,2,0.30388163472677143,0.032742328244100054,False,Lag2
X4,X3,2,0.32382828728357327,0.03142063334954358,False,Lag2
X6,X4,3,0.3402062523942687,0.03035913655666224,False,Lag3
X4,X5,3,0.3442043719311211,0.03013938346755154,False,Lag3
X4,X6,3,0.34587463795470386,-0.030004810384735507,False,Lag3
X4,X1,3,0.34844313914379443,-0.02986060439021826,False,Lag3
X6,X5,1,0.35569310657163533,-0.029384811804987455,False,Lag1
X3,X5,2,0.3559101484637601,0.02938643866006441,False,Lag2
X2,X1,3,0.35999592937927294,0.029108352499984856,False,Lag3
X6,X1,1,0.3632019092475439,-0.028914710940329647,False,Lag1
X1,X1,1,0.36562786055077323,0.02878344895025964,False,Lag1
X2,X4,3,0.3661570083251653,0.028766270040380584,False,Lag3
X4,X1,1,0.370304605682781,-0.028532786609339243,False,Lag1
X5,X3,2,0.3895651025710265,0.027388833824200244,False,Lag2
X2,X3,3,0.4097247074374717,-0.026215821906079923,False,Lag3
X3,X3,3,0.41253747997382473,-0.026071909329750557,False,Lag3
X6,X2,2,0.41323172260516816,-0.026006898750567282,False,Lag2
X1,X2,2,0.4158406226543869,0.025875042706733624,False,Lag2
X1,X3,2,0.4319993798150895,0.02500124740606633,False,Lag2
X1,X5,1,0.44238443182556186,0.024453751784590375,False,Lag1
X2,X6,3,0.4517889420476182,0.023916602085607,False,Lag3
X3,X6,2,0.4641375737917478,0.02328058986143055,False,Lag2
X5,X1,2,0.4672148606790397,0.023144003314506993,False,Lag2
X1,X6,3,0.47338731299595194,-0.02280139154355571,False,Lag3
X4,X3,0,0.4828718091090962,0.02233794505865512,False,Simultaneous
X3,X4,0,0.4828718091090962,0.02233794505865512,False,Simultaneous
X4,X2,2,0.5155199743704036,0.020701241391467607,False,Lag2
X3,X2,2,0.5388974916173246,0.019542434028694492,False,Lag2
X4,X2,0,0.5526139850694604,-0.018895905991497187,False,Simultaneous
X2,X4,0,0.5526139850694604,-0.018895905991497187,False,Simultaneous
X5,X2,2,0.5547559547087639,-0.01878462058388613,False,Lag2
X5,X3,0,0.5569858338071363,-0.01869784388001915,False,Simultaneous
X3,X5,0,0.5569858338071363,-0.01869784388001915,False,Simultaneous
X5,X5,2,0.5571611943677899,0.01869901016005127,False,Lag2
X2,X6,1,0.5819588065699024,-0.01749993632724398,False,Lag1
X1,X6,2,0.5879681296401306,0.01723076742735474,False,Lag2
X4,X3,1,0.6012557245391512,0.016645900363927178,False,Lag1
X3,X1,3,0.6036757769682802,0.016518518410030058,False,Lag3
X2,X1,2,0.6109763970253204,0.016178120045981396,False,Lag2
X5,X1,3,0.6187623925847354,0.015841963782115817,False,Lag3
X1,X6,1,0.6395683388923953,-0.014894089074736645,False,Lag1
X2,X3,2,0.6459596092714934,-0.014610422496685802,False,Lag2
X4,X4,3,0.6587768738148359,0.014080652621868407,False,Lag3
X6,X6,3,0.661682330164221,-0.013910414786782913,False,Lag3
X5,X4,0,0.6743264107007225,-0.01338525238813014,False,Simultaneous
X4,X5,0,0.6743264107007225,-0.01338525238813014,False,Simultaneous
X6,X3,1,0.6760528024947418,-0.013289802676490365,False,Lag1
X1,X4,3,0.684217512402165,0.012955176845485868,False,Lag3
X6,X3,3,0.6928561124635363,0.012562379005470295,False,Lag3
X2,X5,1,0.6942226015838874,-0.012509844393998213,False,Lag1
X1,X3,1,0.7028181303019185,-0.01214036252847344,False,Lag1
X5,X1,1,0.7028546238403273,0.012144947798186215,False,Lag1
X3,X2,3,0.7035166892623601,-0.01210428033025797,False,Lag3
X5,X1,0,0.7059423411980351,0.01200647377365456,False,Simultaneous
X1,X5,0,0.7059423411980351,0.01200647377365456,False,Simultaneous
X6,X4,0,0.7105207574488928,0.011816630902818533,False,Simultaneous
X4,X6,0,0.7105207574488928,0.011816630902818533,False,Simultaneous
X6,X2,0,0.7141662426751174,-0.011643258017534318,False,Simultaneous
X2,X6,0,0.7141662426751174,-0.011643258017534318,False,Simultaneous
X5,X5,3,0.7430688669519536,-0.010441389366742474,False,Lag3
X1,X5,2,0.7456512312314667,0.010327432700786083,False,Lag2
X6,X5,3,0.7544680382948535,-0.009952282022146314,False,Lag3
X2,X3,1,0.7717308089985965,-0.009227150149013078,False,Lag1
X5,X6,1,0.7805505465126923,0.008865568078270554,False,Lag1
X2,X4,2,0.7818981438372363,-0.008814175268276037,False,Lag2
X1,X5,3,0.8075583449244048,-0.007754992826370721,False,Lag3
X4,X5,1,0.8094384324225812,-0.0076855324652344865,False,Lag1
X6,X2,3,0.8098508229661435,-0.007649176915123665,False,Lag3
X2,X2,3,0.8106706668818889,0.007615558188125024,False,Lag3
X3,X3,2,0.8172804348765321,-0.00735225721160919,False,Lag2
X6,X5,2,0.8343628668204902,0.006654264933875581,False,Lag2
X1,X1,3,0.8349851889579469,-0.006628898978363374,False,Lag3
X6,X1,2,0.8475703976238471,-0.006113707508863404,False,Lag2
X5,X3,1,0.8478723923853587,0.006104533876826895,False,Lag1
X1,X2,1,0.8637312184942064,-0.005458742371679547,False,Lag1
X5,X6,2,0.8825129107873102,0.004702812347453328,False,Lag2
X2,X1,1,0.8850969127759458,-0.004596322242179383,False,Lag1
X4,X6,1,0.8874953375545377,0.0045042914351507805,False,Lag1
X6,X4,1,0.894258918828656,0.004231851700667318,False,Lag1
X3,X5,1,0.8956349768430989,0.004176462041920868,False,Lag1
X2,X2,1,0.895979447187185,0.004156283372218919,False,Lag1
X3,X6,1,0.8968664971025581,0.004122724092262699,False,Lag1
X5,X5,1,0.903220094813852,0.003873328192212596,False,Lag1
X5,X4,1,0.9064332366091371,0.003746029556277942,False,Lag1
X6,X4,2,0.9138028044578724,0.0034462805158960094,False,Lag2
X6,X2,1,0.9152371331327436,-0.0033835746755816777,False,Lag1
X2,X5,2,0.921131517123617,0.003150669478334627,False,Lag2
X4,X1,0,0.9261719284169176,-0.002950211052046084,False,Simultaneous
X1,X4,0,0.9261719284169176,-0.002950211052046084,False,Simultaneous
X1,X2,3,0.9275649259772207,-0.0028914617061839842,False,Lag3
X6,X1,0,0.9295939132607615,-0.002810254808248057,False,Simultaneous
X1,X6,0,0.9295939132607615,-0.002810254808248057,False,Simultaneous
X2,X2,2,0.9337915413761495,-0.002640973547386998,False,Lag2
X6,X3,2,0.9377107591979184,0.0024855688751008577,False,Lag2
X3,X2,0,0.9417844822678832,-0.002322713415313352,False,Simultaneous
X2,X3,0,0.9417844822678832,-0.002322713415313352,False,Simultaneous
X2,X6,2,0.9429950274282106,0.00227318177110502,False,Lag2
X5,X6,3,0.9569796795732767,-0.001716624351789188,False,Lag3
X4,X2,3,0.968249086465917,0.0012673077375696604,False,Lag3
X3,X3,1,0.9727941610148518,-0.0010852693417746397,False,Lag1
X2,X5,3,0.9823494397110282,-0.0007040203730578213,False,Lag3
X5,X2,0,0.9890985248174673,-0.0004348005865072394,False,Simultaneous
X2,X5,0,0.9890985248174673,-0.0004348005865072394,False,Simultaneous
X4,X3,3,0.9939998499734854,0.00023955089233194948,False,Lag3
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
