From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Graph
X1,X1,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X2,0,0.0,0.0,True,Simultaneous,Simultaneous,
X3,X3,0,0.0,0.0,True,Simultaneous,Simultaneous,
X4,X4,0,0.0,0.0,True,Simultaneous,Simultaneous,
X5,X5,0,0.0,0.0,True,Simultaneous,Simultaneous,
X6,X6,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X4,1,0.001996007984031936,0.03219328250632092,True,Lag1,Lagged,o->
X5,X1,1,0.007984031936127744,0.02731007663596463,True,Lag1,Lagged,o->
X1,X3,2,0.05389221556886228,0.020775002755453187,False,Lag2,Lagged,o->
X4,X5,3,0.10578842315369262,0.0173589223735382,False,Lag3,Lagged,o->
X4,X2,0,0.2055888223552894,0.014059726113172744,False,Simultaneous,Simultaneous,
X2,X4,0,0.2055888223552894,0.014059726113172744,False,Simultaneous,Simultaneous,
X2,X1,3,0.2155688622754491,0.015353347122867955,False,Lag3,Lagged,
X4,X3,1,0.22554890219560877,0.014351233165169397,False,Lag1,Lagged,
X6,X1,0,0.2275449101796407,0.014303780050542336,False,Simultaneous,Simultaneous,
X1,X6,0,0.2275449101796407,0.014303780050542336,False,Simultaneous,Simultaneous,
X1,X6,3,0.24151696606786427,0.014005427394657044,False,Lag3,Lagged,
X1,X2,2,0.24550898203592814,0.013598182663830283,False,Lag2,Lagged,
X6,X6,1,0.24750499001996007,0.013663140903214188,False,Lag1,Lagged,
X4,X3,3,0.25748502994011974,0.012701876589740202,False,Lag3,Lagged,
X4,X3,2,0.25948103792415167,0.014120160485816324,False,Lag2,Lagged,
X5,X6,3,0.2694610778443114,0.01360056370121887,False,Lag3,Lagged,
X3,X3,3,0.2714570858283433,0.013298444267054954,False,Lag3,Lagged,
X6,X3,3,0.27345309381237526,0.009425500840114509,False,Lag3,Lagged,
X1,X2,3,0.281437125748503,0.012025025336625639,False,Lag3,Lagged,
X3,X5,2,0.2954091816367265,0.010672599324522025,False,Lag2,Lagged,
X6,X5,0,0.2954091816367265,0.014136115825905016,False,Simultaneous,Simultaneous,
X5,X6,0,0.2954091816367265,0.014136115825905016,False,Simultaneous,Simultaneous,
X6,X6,3,0.2954091816367265,0.009677639314895181,False,Lag3,Lagged,
X3,X5,1,0.3093812375249501,0.009546971948212413,False,Lag1,Lagged,
X2,X6,1,0.31137724550898205,0.012285076518422144,False,Lag1,Lagged,
X6,X1,3,0.3153692614770459,0.01349748692139352,False,Lag3,Lagged,
X6,X5,1,0.3153692614770459,0.012133162838542155,False,Lag1,Lagged,
X1,X1,2,0.31736526946107785,0.0119464579085089,False,Lag2,Lagged,
X6,X1,1,0.3373253493013972,0.013640162598672845,False,Lag1,Lagged,
X6,X4,3,0.35129740518962077,0.01138768072676788,False,Lag3,Lagged,
X5,X3,2,0.3852295409181637,0.010957640289843695,False,Lag2,Lagged,
X5,X1,2,0.3992015968063872,0.011663240022547594,False,Lag2,Lagged,
X2,X1,2,0.40119760479041916,0.011321783274397923,False,Lag2,Lagged,
X2,X3,1,0.405189620758483,0.010589343414576735,False,Lag1,Lagged,
X4,X1,1,0.41317365269461076,0.008971981896556791,False,Lag1,Lagged,
X4,X6,3,0.4311377245508982,0.009702935276705293,False,Lag3,Lagged,
X5,X3,1,0.43313373253493015,0.008953187606910884,False,Lag1,Lagged,
X2,X4,2,0.4431137724550898,0.009335876525730757,False,Lag2,Lagged,
X5,X3,0,0.46107784431137727,0.009858062686181057,False,Simultaneous,Simultaneous,
X3,X5,0,0.46107784431137727,0.009858062686181057,False,Simultaneous,Simultaneous,
X4,X4,3,0.47305389221556887,0.008152746583201864,False,Lag3,Lagged,
X3,X2,2,0.48303393213572854,0.006759977029156428,False,Lag2,Lagged,
X1,X4,2,0.4870259481037924,0.008831923652319773,False,Lag2,Lagged,
X5,X2,3,0.49700598802395207,0.008647998209519336,False,Lag3,Lagged,
X2,X2,1,0.500998003992016,0.008323895064918041,False,Lag1,Lagged,
X5,X4,0,0.5049900199600799,0.007884660354448236,False,Simultaneous,Simultaneous,
X4,X5,0,0.5049900199600799,0.007884660354448236,False,Simultaneous,Simultaneous,
X6,X6,2,0.5189620758483033,0.008232881346381227,False,Lag2,Lagged,
X3,X1,3,0.5229540918163673,0.0043732027286096375,False,Lag3,Lagged,
X4,X2,2,0.5249500998003992,0.008267843759535598,False,Lag2,Lagged,
X2,X6,2,0.5269461077844312,0.007771604789011732,False,Lag2,Lagged,
X5,X2,0,0.5289421157684631,0.00485158397557095,False,Simultaneous,Simultaneous,
X2,X5,0,0.5289421157684631,0.00485158397557095,False,Simultaneous,Simultaneous,
X5,X4,3,0.5568862275449101,0.0071690631397083315,False,Lag3,Lagged,
X6,X5,3,0.5568862275449101,0.006194506908089981,False,Lag3,Lagged,
X1,X1,1,0.562874251497006,0.0057524345159580825,False,Lag1,Lagged,
X3,X6,1,0.5668662674650699,0.007290657892973229,False,Lag1,Lagged,
X3,X6,2,0.5688622754491018,0.008264547543529677,False,Lag2,Lagged,
X1,X1,3,0.5768463073852296,0.007361534770546907,False,Lag3,Lagged,
X3,X5,3,0.590818363273453,0.007372275055224975,False,Lag3,Lagged,
X1,X3,3,0.5948103792415169,0.006871947504189624,False,Lag3,Lagged,
X6,X1,2,0.6007984031936128,0.007506755284759414,False,Lag2,Lagged,
X6,X2,0,0.6047904191616766,0.007914359010331218,False,Simultaneous,Simultaneous,
X2,X6,0,0.6047904191616766,0.007914359010331218,False,Simultaneous,Simultaneous,
X3,X1,1,0.6167664670658682,0.0024064569255748403,False,Lag1,Lagged,
X5,X5,2,0.6207584830339321,0.005794401189618714,False,Lag2,Lagged,
X2,X2,2,0.624750499001996,0.006517635927269172,False,Lag2,Lagged,
X6,X4,0,0.624750499001996,0.0035836816162646556,False,Simultaneous,Simultaneous,
X4,X6,0,0.624750499001996,0.0035836816162646556,False,Simultaneous,Simultaneous,
X5,X2,2,0.626746506986028,0.005807337881321484,False,Lag2,Lagged,
X5,X6,2,0.6387225548902196,0.004884743084097476,False,Lag2,Lagged,
X6,X2,3,0.6487025948103793,0.003580221242034387,False,Lag3,Lagged,
X3,X3,2,0.6487025948103793,0.0059184542613617275,False,Lag2,Lagged,
X1,X3,1,0.656686626746507,0.005501230884350061,False,Lag1,Lagged,
X1,X4,3,0.656686626746507,0.005966229609756013,False,Lag3,Lagged,
X2,X6,3,0.656686626746507,0.0050476265261365505,False,Lag3,Lagged,
X3,X2,0,0.6826347305389222,0.0058540656897587695,False,Simultaneous,Simultaneous,
X2,X3,0,0.6826347305389222,0.0058540656897587695,False,Simultaneous,Simultaneous,
X4,X2,1,0.6946107784431138,0.0050524215892111535,False,Lag1,Lagged,
X6,X3,0,0.7105788423153693,0.0004958838679143263,False,Simultaneous,Simultaneous,
X3,X6,0,0.7105788423153693,0.0004958838679143263,False,Simultaneous,Simultaneous,
X5,X2,1,0.716566866267465,0.004805025287740516,False,Lag1,Lagged,
X3,X4,1,0.7245508982035929,0.0037174256765730718,False,Lag1,Lagged,
X3,X2,3,0.7325349301397206,-0.000330987940544869,False,Lag3,Lagged,
X1,X5,1,0.7365269461077845,0.0033914057495483263,False,Lag1,Lagged,
X4,X1,3,0.7504990019960079,0.0023269336708495736,False,Lag3,Lagged,
X3,X2,1,0.7524950099800399,0.0006998871049543887,False,Lag1,Lagged,
X2,X5,3,0.7564870259481038,0.00467374657061681,False,Lag3,Lagged,
X4,X5,2,0.7564870259481038,0.002600882320505704,False,Lag2,Lagged,
X5,X5,1,0.7644710578842315,0.00442209663632509,False,Lag1,Lagged,
X6,X3,2,0.7664670658682635,0.002572068553358342,False,Lag2,Lagged,
X3,X1,2,0.7684630738522954,0.00367834126909683,False,Lag2,Lagged,
X6,X4,2,0.7684630738522954,0.003463970076074574,False,Lag2,Lagged,
X4,X3,0,0.7864271457085829,0.0028571501888645656,False,Simultaneous,Simultaneous,
X3,X4,0,0.7864271457085829,0.0028571501888645656,False,Simultaneous,Simultaneous,
X6,X5,2,0.7864271457085829,0.0019776097224220024,False,Lag2,Lagged,
X1,X6,2,0.7944111776447106,0.002291783588310725,False,Lag2,Lagged,
X1,X5,2,0.7964071856287425,0.0028456994448262662,False,Lag2,Lagged,
X2,X4,3,0.8043912175648703,0.0016173841411957213,False,Lag3,Lagged,
X1,X4,1,0.8143712574850299,0.002323230679239341,False,Lag1,Lagged,
X3,X6,3,0.8143712574850299,-0.00034336069051477125,False,Lag3,Lagged,
X4,X1,0,0.8183632734530938,-0.00022304120769867097,False,Simultaneous,Simultaneous,
X1,X4,0,0.8183632734530938,-0.00022304120769867097,False,Simultaneous,Simultaneous,
X5,X4,1,0.8323353293413174,0.001890167880657767,False,Lag1,Lagged,
X2,X3,2,0.8343313373253493,0.0015384741686643721,False,Lag2,Lagged,
X2,X2,3,0.8383233532934131,0.0019584086069697193,False,Lag3,Lagged,
X4,X4,2,0.8383233532934131,0.0019135195400119542,False,Lag2,Lagged,
X6,X4,1,0.8383233532934131,0.001024899449054928,False,Lag1,Lagged,
X6,X2,1,0.8622754491017964,0.001404777032729232,False,Lag1,Lagged,
X1,X2,1,0.8762475049900199,-0.00043378535726912304,False,Lag1,Lagged,
X3,X4,2,0.8842315369261478,0.0006506531992473974,False,Lag2,Lagged,
X5,X1,0,0.8862275449101796,-0.003635629111869765,False,Simultaneous,Simultaneous,
X4,X2,3,0.8862275449101796,-0.00017275647629855229,False,Lag3,Lagged,
X1,X5,0,0.8862275449101796,-0.003635629111869765,False,Simultaneous,Simultaneous,
X5,X6,1,0.8902195608782435,-0.0004929932328363584,False,Lag1,Lagged,
X4,X6,1,0.8962075848303394,0.00012728271541018188,False,Lag1,Lagged,
X2,X1,0,0.9001996007984032,-0.0024279021394084666,False,Simultaneous,Simultaneous,
X1,X2,0,0.9001996007984032,-0.0024279021394084666,False,Simultaneous,Simultaneous,
X1,X5,3,0.906187624750499,-0.0017939854150386125,False,Lag3,Lagged,
X4,X5,1,0.908183632734531,-0.0005716357306879694,False,Lag1,Lagged,
X2,X3,3,0.9221556886227545,-0.0011440700340399346,False,Lag3,Lagged,
X5,X3,3,0.9241516966067864,-0.007098199837321406,False,Lag3,Lagged,
X3,X1,0,0.9301397205588823,-0.0006651957714916001,False,Simultaneous,Simultaneous,
X1,X3,0,0.9301397205588823,-0.0006651957714916001,False,Simultaneous,Simultaneous,
X5,X5,3,0.9321357285429142,-0.0017646401589921368,False,Lag3,Lagged,
X4,X4,1,0.9421157684630739,-0.003346276599838216,False,Lag1,Lagged,
X5,X1,3,0.9441117764471058,-0.0022050289704607096,False,Lag3,Lagged,
X4,X1,2,0.9560878243512974,-0.0019856358328462775,False,Lag2,Lagged,
X2,X5,1,0.9560878243512974,-0.002784208943180211,False,Lag1,Lagged,
X3,X3,1,0.9740518962075848,-0.008493098931134924,False,Lag1,Lagged,
X3,X4,3,0.9760479041916168,-0.005298448935170175,False,Lag3,Lagged,
X2,X1,1,0.9920159680638723,-0.007743494067265377,False,Lag1,Lagged,
X6,X2,2,0.9960079840319361,-0.008041615625029586,False,Lag2,Lagged,
X5,X4,2,0.9960079840319361,-0.008050129511753212,False,Lag2,Lagged,
X2,X5,2,0.998003992015968,-0.009987475839736693,False,Lag2,Lagged,
X1,X6,1,0.998003992015968,-0.009586462153287734,False,Lag1,Lagged,
X4,X6,2,0.998003992015968,-0.009363536727255095,False,Lag2,Lagged,
X6,X3,1,1.0,-0.016288770178243706,False,Lag1,Lagged,
