From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Graph
X1,X1,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X2,0,0.0,0.0,True,Simultaneous,Simultaneous,
X3,X3,0,0.0,0.0,True,Simultaneous,Simultaneous,
X4,X4,0,0.0,0.0,True,Simultaneous,Simultaneous,
X5,X5,0,0.0,0.0,True,Simultaneous,Simultaneous,
X6,X6,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X6,1,0.013972055888223553,0.05924374839000768,True,Lag1,Lagged,o->
X5,X3,2,0.04790419161676647,0.048325606614604055,True,Lag2,Lagged,o->
X3,X3,2,0.10578842315369262,0.030804973196882024,False,Lag2,Lagged,o->
X6,X3,1,0.14171656686626746,0.0403932758352572,False,Lag1,Lagged,o->
X6,X6,2,0.15768463073852296,0.03573718303910578,False,Lag2,Lagged,o->
X1,X2,2,0.16367265469061876,0.025769243533707353,False,Lag2,Lagged,o->
X2,X5,1,0.20958083832335328,0.03371400333186392,False,Lag1,Lagged,
X2,X4,2,0.2315369261477046,0.031449088754676335,False,Lag2,Lagged,
X3,X4,2,0.23952095808383234,0.0308652561181586,False,Lag2,Lagged,
X5,X5,1,0.24151696606786427,0.031203079144724644,False,Lag1,Lagged,
X1,X6,2,0.25349301397205587,0.02470714777179195,False,Lag2,Lagged,
X1,X1,2,0.2754491017964072,0.02756618958318624,False,Lag2,Lagged,
X5,X1,1,0.281437125748503,0.030857402279164337,False,Lag1,Lagged,
X5,X6,1,0.29141716566866266,0.027026002851194164,False,Lag1,Lagged,
X4,X3,0,0.29740518962075846,0.02725850309710154,False,Simultaneous,Simultaneous,
X3,X4,0,0.29740518962075846,0.02725850309710154,False,Simultaneous,Simultaneous,
X6,X1,1,0.313373253493014,0.02835080655550426,False,Lag1,Lagged,
X6,X3,0,0.313373253493014,0.029173268602027402,False,Simultaneous,Simultaneous,
X6,X5,2,0.313373253493014,0.027893287605180728,False,Lag2,Lagged,
X3,X6,0,0.313373253493014,0.029173268602027402,False,Simultaneous,Simultaneous,
X6,X4,0,0.31736526946107785,0.026389545308488582,False,Simultaneous,Simultaneous,
X4,X6,0,0.31736526946107785,0.026389545308488582,False,Simultaneous,Simultaneous,
X2,X1,0,0.3253493013972056,0.027427347077336073,False,Simultaneous,Simultaneous,
X1,X2,0,0.3253493013972056,0.027427347077336073,False,Simultaneous,Simultaneous,
X6,X2,2,0.3273453093812375,0.02795798979620079,False,Lag2,Lagged,
X6,X5,1,0.3413173652694611,0.0254847638467548,False,Lag1,Lagged,
X6,X1,2,0.34930139720558884,0.025797701672918727,False,Lag2,Lagged,
X6,X1,0,0.35129740518962077,0.026770987290337,False,Simultaneous,Simultaneous,
X4,X3,2,0.35129740518962077,0.027328561393010986,False,Lag2,Lagged,
X1,X6,0,0.35129740518962077,0.026770987290337,False,Simultaneous,Simultaneous,
X1,X4,2,0.3532934131736527,0.02422440982266405,False,Lag2,Lagged,
X4,X4,2,0.3592814371257485,0.02258347784276271,False,Lag2,Lagged,
X3,X5,1,0.36327345309381237,0.02554514953354392,False,Lag1,Lagged,
X3,X5,2,0.36327345309381237,0.024949032801104387,False,Lag2,Lagged,
X1,X2,1,0.36726546906187624,0.026098364850768885,False,Lag1,Lagged,
X5,X4,0,0.3712574850299401,0.024837526494501994,False,Simultaneous,Simultaneous,
X4,X5,0,0.3712574850299401,0.024837526494501994,False,Simultaneous,Simultaneous,
X4,X6,2,0.37325349301397204,0.026824286192226765,False,Lag2,Lagged,
X6,X5,0,0.3912175648702595,0.024455811136832928,False,Simultaneous,Simultaneous,
X5,X6,0,0.3912175648702595,0.024455811136832928,False,Simultaneous,Simultaneous,
X5,X2,0,0.3932135728542914,0.02485328280792931,False,Simultaneous,Simultaneous,
X2,X5,0,0.3932135728542914,0.02485328280792931,False,Simultaneous,Simultaneous,
X3,X4,1,0.4171656686626746,0.021254411824449093,False,Lag1,Lagged,
X2,X3,1,0.4231536926147705,0.020733680498086215,False,Lag1,Lagged,
X4,X1,2,0.4311377245508982,0.02226271135428748,False,Lag2,Lagged,
X4,X5,2,0.43912175648702595,0.021639156913471957,False,Lag2,Lagged,
X5,X5,2,0.43912175648702595,0.02247223972918544,False,Lag2,Lagged,
X3,X2,0,0.4471057884231537,0.02328331288246588,False,Simultaneous,Simultaneous,
X2,X3,0,0.4471057884231537,0.02328331288246588,False,Simultaneous,Simultaneous,
X2,X4,1,0.46107784431137727,0.02026988131734786,False,Lag1,Lagged,
X3,X6,2,0.47904191616766467,0.019932753807537118,False,Lag2,Lagged,
X6,X6,1,0.499001996007984,0.01906799569120965,False,Lag1,Lagged,
X5,X4,1,0.564870259481038,0.008191113396494032,False,Lag1,Lagged,
X1,X1,1,0.5668662674650699,0.014568730512947159,False,Lag1,Lagged,
X4,X1,0,0.5688622754491018,0.017052079412619214,False,Simultaneous,Simultaneous,
X1,X4,0,0.5688622754491018,0.017052079412619214,False,Simultaneous,Simultaneous,
X1,X4,1,0.5748502994011976,0.015668892688536662,False,Lag1,Lagged,
X4,X5,1,0.5768463073852296,0.01675313292555325,False,Lag1,Lagged,
X5,X6,2,0.5968063872255489,0.014361531888490209,False,Lag2,Lagged,
X1,X5,2,0.6027944111776448,0.015369713552384034,False,Lag2,Lagged,
X4,X2,0,0.6626746506986028,0.01335987217555168,False,Simultaneous,Simultaneous,
X2,X4,0,0.6626746506986028,0.01335987217555168,False,Simultaneous,Simultaneous,
X3,X2,2,0.6726546906187625,0.01257309007609253,False,Lag2,Lagged,
X5,X2,1,0.6866267465069861,0.0103269683911833,False,Lag1,Lagged,
X2,X1,1,0.6966067864271457,0.010375786030731415,False,Lag1,Lagged,
X3,X1,0,0.7045908183632734,0.009948998289655453,False,Simultaneous,Simultaneous,
X1,X3,0,0.7045908183632734,0.009948998289655453,False,Simultaneous,Simultaneous,
X5,X3,1,0.720558882235529,0.012292988407442973,False,Lag1,Lagged,
X4,X3,1,0.7385229540918163,0.008516930078001472,False,Lag1,Lagged,
X5,X1,2,0.7445109780439122,0.009090776405841883,False,Lag2,Lagged,
X4,X1,1,0.7485029940119761,0.0075918261048335545,False,Lag1,Lagged,
X3,X2,1,0.7564870259481038,0.008859943675439741,False,Lag1,Lagged,
X4,X6,1,0.7684630738522954,0.007676507770252083,False,Lag1,Lagged,
X5,X2,2,0.7924151696606786,0.006760526236647468,False,Lag2,Lagged,
X6,X4,2,0.7984031936127745,0.006373484373707772,False,Lag2,Lagged,
X3,X1,2,0.8003992015968064,0.006328502635122302,False,Lag2,Lagged,
X3,X6,1,0.8023952095808383,-0.00317320903208973,False,Lag1,Lagged,
X5,X1,0,0.8143712574850299,0.0033197702908425164,False,Simultaneous,Simultaneous,
X4,X2,2,0.8143712574850299,0.005028517070630567,False,Lag2,Lagged,
X1,X5,0,0.8143712574850299,0.0033197702908425164,False,Simultaneous,Simultaneous,
X2,X1,2,0.8263473053892215,0.0029742206328120524,False,Lag2,Lagged,
X6,X4,1,0.8403193612774451,0.0035761084875862714,False,Lag1,Lagged,
X6,X2,0,0.8602794411177644,0.0023591509092564245,False,Simultaneous,Simultaneous,
X2,X6,0,0.8602794411177644,0.0023591509092564245,False,Simultaneous,Simultaneous,
X5,X4,2,0.8882235528942116,4.5694294208420416e-05,False,Lag2,Lagged,
X2,X2,2,0.8902195608782435,-0.0013968086298685733,False,Lag2,Lagged,
X1,X3,1,0.9021956087824351,-0.0010019795402906873,False,Lag1,Lagged,
X3,X1,1,0.908183632734531,-0.0022647950788177162,False,Lag1,Lagged,
X1,X5,1,0.9221556886227545,-0.00037399908326696263,False,Lag1,Lagged,
X2,X5,2,0.9301397205588823,-0.003746286253859754,False,Lag2,Lagged,
X3,X3,1,0.9341317365269461,-0.0019702093418496602,False,Lag1,Lagged,
X1,X3,2,0.936127744510978,-0.00666722423035182,False,Lag2,Lagged,
X6,X3,2,0.9461077844311377,-0.005862503630055915,False,Lag2,Lagged,
X2,X6,2,0.9481037924151696,-0.007103191452311197,False,Lag2,Lagged,
X6,X2,1,0.9520958083832335,-0.0042816782424126565,False,Lag1,Lagged,
X2,X3,2,0.9520958083832335,-0.007664580380709385,False,Lag2,Lagged,
X2,X2,1,0.9580838323353293,-0.006764234997960639,False,Lag1,Lagged,
X4,X4,1,0.9620758483033932,-0.009415084187935019,False,Lag1,Lagged,
X1,X6,1,0.9740518962075848,-0.008081962930830855,False,Lag1,Lagged,
X4,X2,1,0.9860279441117764,-0.01417210668237523,False,Lag1,Lagged,
X5,X3,0,0.9940119760479041,-0.01919703677537532,False,Simultaneous,Simultaneous,
X3,X5,0,0.9940119760479041,-0.01919703677537532,False,Simultaneous,Simultaneous,
