X1,X2,X3,X4,U,time
0.1059936384046622,0.061700594957669753,0.06835693232004776,-0.13659557112005344,0.12119439853864006,0.005066486630893442
0.026125053123385606,-0.03692771392462032,0.014338846734225108,-0.177623523289832,0.04086528114806709,0.018638785543776952
-0.09378932906881772,-0.13386522752549115,-0.14649321473616198,0.11407750034455709,-0.06292633936927887,0.032166005662373195
0.16215461325419564,-0.0535184655475295,-0.16200766563565522,-0.10884378114930135,0.12358116200069387,0.04569322578096939
-0.008410255180763715,-0.04839065105993952,0.020730228329101076,0.05298693646231908,0.11173988159024609,0.05922044589956545
0.14550456233273154,-0.028102919461494298,-0.131881722634839,-0.03853785326676303,0.026028050658288615,0.07274766601816139
-0.09271582814174134,-0.0955861687795313,0.03438972884617973,-0.0046946055568701855,0.0032796995411586514,0.08627488613675756
-0.07036377472359834,-0.017822234791036954,-0.08629577693495209,0.09121895067427342,0.10352493347237526,0.0998021062553542
-0.18115434758225998,-0.09259628998420688,-0.14843716358124096,-0.058428863790785386,-0.008343796979036087,0.11332932637394974
-0.14170394156436456,-0.08995189297748922,-0.10023069551804849,0.020744416037945787,0.006934433703625043,0.12685654649254605
-0.057935502135291805,0.024292164673553024,-0.04609923878795627,-0.02187261661769539,0.16734520902985373,0.14038376661114216
0.14708458674817929,-0.12694426599555025,0.08935672084949549,0.08328871164616145,-0.11482632887526184,0.15607515188036902
0.09659547929608693,0.15443073378630398,-0.10628019554050105,-0.09051251690308805,0.10176614668435024,0.16960237199896544
0.037271652029840785,0.05754301459224473,0.04011969136603351,0.04727381650480298,-0.1326472128311083,0.18312959211756064
0.12224664367665714,0.12034764323201551,-0.015906045654912163,0.0006723067823329676,-0.15311075025557222,0.19665681223615772
0.05331470438309391,0.057688621062006146,-0.0013933922377981469,0.11327446658896738,-0.03340772309799405,0.21018403235475447
0.06086708318893391,-0.10189053318269871,-0.0021522974161302636,-0.012026956875562916,0.02253079220409416,0.22371125247334922
-0.02397810893268943,-0.013146677104588273,0.09094624412829602,-0.041343752068711555,-0.16065771007386795,0.23723847259194555
0.18385712359271686,0.1381467975842989,-0.12678557024105666,0.06931807453577782,-0.050297477055134314,0.2507656927105425
0.02914009669585196,0.031903778697662456,-0.020060317394754505,-0.07464050608608776,-0.06905410523162595,0.2642929128291381
-0.0868371102242042,-0.07835984657663951,-0.0035645779925240957,-0.070865384485211,0.06820520657126199,0.27782013294773533
0.15117879698387998,-0.057884599236810816,0.02551540356477024,0.05089471148427554,0.04720022709192744,0.29134735306633164
