X1,X2,X3,X4,U,time
0.09253499328274517,0.062449543285112444,-0.039238963884730235,-0.21200643678914194,-0.11086374683445302,0.005066486630893442
-0.0834829269948047,-0.18670227337062748,-0.052964546671315095,0.014620133399926141,-0.10748264474073353,0.018638785543776952
-0.02702051715743714,-0.0561730540938879,-0.0194290991639535,-0.24429341729226095,-0.16413148881115008,0.032166005662373195
-0.11434059074329302,-0.10853254742290454,0.06238684867401673,-0.015275723022327251,0.10118764472763915,0.04569322578096939
-0.34297444943589545,0.06982260715789042,0.03937183518647209,0.022760519043828142,0.12997605557768624,0.05922044589956545
-0.022353020594844005,-0.007359156161768631,0.048492859198871925,-0.015049772033177004,0.02672184659398763,0.07274766601816139
-0.1798110817758494,-0.020637901814057575,0.07076554970438231,0.09930084337479202,-0.04152920493798895,0.08627488613675756
-0.03895080495485567,0.02342870143255385,0.054409976228762334,0.04905376453806641,0.11558902831113207,0.0998021062553542
,,-0.07656190755862151,,0.22124060229345505,0.11332932637394974
,,0.025681114193002005,,-0.04024090437323169,0.12685654649254605
,,-0.47095226487728753,,0.1193817338932348,0.14038376661114216
,,0.00953737299608501,,0.14700941696570524,0.15607515188036902
,,0.12240083233572048,,-0.08290978097329749,0.16960237199896544
,,0.14925912273538056,,0.11946385355833866,0.18312959211756064
,,-0.08540979338951374,,-0.0347854193141495,0.19665681223615772
,,0.13298416499697777,,-0.015655070018481737,0.21018403235475447
,,-0.051316416538189275,,0.14644057047642356,0.22371125247334922
,,,,0.1407398107914976,0.23723847259194555
,,,,0.041655703278639905,0.2507656927105425
,,,,-0.0773819189037692,0.2642929128291381
,,,,0.0970207619695091,0.27782013294773533
,,,,0.13950524038697668,0.29134735306633164
,,,,0.07269836666221476,0.3048745731849261
,,,,0.20495000181931902,0.3184017933035225
,,,,0.10352949002738565,0.3319290134221179
,,,,-0.09113214341513913,0.3454562335407173
,,,,-0.1218879590538251,0.3589834536593119
,,,,0.03325769368792665,0.3725106737779065
,,,,-0.03457360253909532,0.38603789389650545
,,,,-0.058157838706649714,0.3995651140151017
,,,,0.008412699654806994,0.4130923341336947
,,,,0.10458643582122491,0.426619554252291
,,,,-0.02764839593386628,0.44014677437088673
,,,,-0.10706865774916118,0.45367399448948637
,,,,0.0782263961161283,0.46853107178195813
,,,,-0.04949839201550741,0.4820582919005557
