From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X4,X2,1,0.002383047815394677,9.324135233324778,True,Lag1,Lagged
X4,X2,2,0.00507090668720783,5.341281790334679,True,Lag2,Lagged
X4,X2,3,0.005210106889640513,4.301278988766379,True,Lag3,Lagged
X1,X3,2,0.013212256694306222,4.364804181107423,True,Lag2,Lagged
X1,X3,3,0.022444206323823705,3.2231368586617415,True,Lag3,Lagged
X4,X1,2,0.047053649644910295,3.0754946790110567,True,Lag2,Lagged
X4,X1,3,0.06203547417390058,2.459858361456187,False,Lag3,Lagged
X4,X6,1,0.10190023306931273,2.6854893259758326,False,Lag1,Lagged
X2,X5,1,0.1613600390557303,1.9673027882701997,False,Lag1,Lagged
X2,X3,1,0.16317415134025598,1.9503461943019615,False,Lag1,Lagged
X2,X1,1,0.20010089558438954,1.6460183086532976,False,Lag1,Lagged
X4,X3,1,0.20253258243194314,1.6283214704507227,False,Lag1,Lagged
X2,X4,1,0.2038117217496656,1.619112732882374,False,Lag1,Lagged
X2,X3,2,0.2066722865002991,1.5816737198449777,False,Lag2,Lagged
X2,X5,3,0.24075029613241677,1.404283501151336,False,Lag3,Lagged
X4,X6,2,0.24929397889763494,1.393043923665207,False,Lag2,Lagged
X2,X5,2,0.27895762957251224,1.2800072781280485,False,Lag2,Lagged
X4,X1,1,0.2883327784054216,1.1298114853945131,False,Lag1,Lagged
X4,X6,3,0.29491245298833924,1.23902404939685,False,Lag3,Lagged
X5,X3,1,0.30219691524620934,1.0666930725088368,False,Lag1,Lagged
X1,X4,1,0.30539145793640976,1.0526769902034583,False,Lag1,Lagged
X5,X1,1,0.32460765575341954,0.972220877982759,False,Lag1,Lagged
X2,X3,3,0.3260286102290149,1.1561269624467607,False,Lag3,Lagged
X4,X5,1,0.35315139462445666,0.8637215751402869,False,Lag1,Lagged
X4,X3,3,0.3625600981761401,1.067309438203662,False,Lag3,Lagged
X6,X5,1,0.3718117538242972,0.7990477534865761,False,Lag1,Lagged
X5,X4,2,0.38447629397302163,0.9577288776486736,False,Lag2,Lagged
X2,X1,2,0.40437560972226405,0.9070759616590534,False,Lag2,Lagged
X1,X4,3,0.4199509287214005,0.942294927533139,False,Lag3,Lagged
X4,X3,2,0.42486809322831,0.8574644472939005,False,Lag2,Lagged
X1,X2,3,0.43246618535721293,0.9169666765175774,False,Lag3,Lagged
X6,X3,1,0.4383712840720576,0.6015121190171662,False,Lag1,Lagged
X5,X3,2,0.4421662560911388,0.8174216647622928,False,Lag2,Lagged
X3,X2,1,0.4728710351187029,0.5160470351684248,False,Lag1,Lagged
X3,X1,3,0.478887806799255,0.8279688920623567,False,Lag3,Lagged
X1,X5,3,0.49696335890766674,0.7951757293832716,False,Lag3,Lagged
X2,X4,2,0.5080980291660036,0.6780116267834985,False,Lag2,Lagged
X1,X4,2,0.5205259326988595,0.6537810367934839,False,Lag2,Lagged
X5,X4,1,0.5216226812244746,0.4112683044701738,False,Lag1,Lagged
X5,X4,3,0.5324976936314136,0.7332995791679591,False,Lag3,Lagged
X6,X1,2,0.5490492621453238,0.6002968721839773,False,Lag2,Lagged
X6,X2,1,0.5654184006300461,0.33085243920964863,False,Lag1,Lagged
X2,X1,3,0.5709638548368958,0.6696738888794812,False,Lag3,Lagged
X5,X1,2,0.6176318840378181,0.48233393985170764,False,Lag2,Lagged
X1,X3,1,0.6224047504329691,0.2428061205729061,False,Lag1,Lagged
X5,X6,1,0.6256593106797568,0.23829043547665865,False,Lag1,Lagged
X5,X3,3,0.6289034336294461,0.5791874041557227,False,Lag3,Lagged
X6,X5,2,0.6350850085747825,0.45441475265872067,False,Lag2,Lagged
X6,X4,1,0.6418645499649149,0.21657732804665894,False,Lag1,Lagged
X3,X4,3,0.6433064167620721,0.5575219958463322,False,Lag3,Lagged
X3,X2,2,0.6516225138318675,0.4286621402422465,False,Lag2,Lagged
X4,X5,2,0.6536735726068859,0.4255140205628476,False,Lag2,Lagged
X6,X1,1,0.654674435194309,0.2002997013320425,False,Lag1,Lagged
X2,X4,3,0.6676955391609328,0.521464365022282,False,Lag3,Lagged
X6,X3,2,0.7385319457373405,0.3032773336709876,False,Lag2,Lagged
X2,X6,1,0.7452462288113191,0.10568677929320541,False,Lag1,Lagged
X6,X1,3,0.7542400904369363,0.39836230604559164,False,Lag3,Lagged
X4,X5,3,0.766700417827949,0.3810623866449162,False,Lag3,Lagged
X3,X6,2,0.7671851353138158,0.2651696553052,False,Lag2,Lagged
X6,X5,3,0.7677912948459458,0.3795508179643586,False,Lag3,Lagged
X6,X2,2,0.7791390823930958,0.24969208680985874,False,Lag2,Lagged
X6,X2,3,0.779924709025435,0.36276438989888743,False,Lag3,Lagged
X5,X2,1,0.7947420721549641,0.0677549577423882,False,Lag1,Lagged
X2,X6,3,0.7968779494315799,0.3393655205980107,False,Lag3,Lagged
X5,X1,3,0.8012924307800381,0.3332777516990227,False,Lag3,Lagged
X1,X6,3,0.8054578138149223,0.32753371456189395,False,Lag3,Lagged
X3,X2,3,0.8072553381257372,0.3250547829056299,False,Lag3,Lagged
X1,X6,2,0.8263933332713288,0.19075820107779617,False,Lag2,Lagged
X1,X5,1,0.835077026842642,0.04339060442100262,False,Lag1,Lagged
X6,X4,2,0.8380382929695254,0.17675482533944067,False,Lag2,Lagged
X5,X6,2,0.8431954888069139,0.17061546998439642,False,Lag2,Lagged
X1,X2,2,0.8436237107633577,0.1701073919175602,False,Lag2,Lagged
X3,X5,2,0.8465271256179712,0.16666935429109278,False,Lag2,Lagged
X5,X2,2,0.8648379025849318,0.1452559664211987,False,Lag2,Lagged
X3,X4,1,0.8662195654325924,0.02840899757512184,False,Lag1,Lagged
X6,X4,3,0.8749714766256391,0.23075417803843518,False,Lag3,Lagged
X2,X6,2,0.876867832804722,0.13143402964712783,False,Lag2,Lagged
X3,X5,3,0.8798188519439782,0.22385442613623577,False,Lag3,Lagged
X3,X6,3,0.8824122613460639,0.22014892161162536,False,Lag3,Lagged
X3,X1,2,0.8862554917721727,0.12077958452451884,False,Lag2,Lagged
X6,X3,3,0.8962148034831712,0.20023538099879692,False,Lag3,Lagged
X1,X6,1,0.9050305568567749,0.01424919775475748,False,Lag1,Lagged
X3,X5,1,0.9106282248849525,0.01261206940725361,False,Lag1,Lagged
X1,X2,1,0.9382055579292511,0.006016291271405938,False,Lag1,Lagged
X5,X6,3,0.949657921287443,0.11777860664040686,False,Lag3,Lagged
X5,X2,3,0.9501957500370017,0.11687586924285924,False,Lag3,Lagged
X1,X5,2,0.9545302049110718,0.0465403845411345,False,Lag2,Lagged
X3,X6,1,0.9597035438621828,0.0025554182853104023,False,Lag1,Lagged
X3,X4,2,0.978862647608226,0.02136487078231626,False,Lag2,Lagged
X3,X1,1,0.9876460408358344,0.00023999644519869656,False,Lag1,Lagged
X1,X1,0,,0.0,False,Simultaneous,NotTested
X1,X2,0,,0.0,False,Simultaneous,NotTested
X1,X3,0,,0.0,False,Simultaneous,NotTested
X1,X4,0,,0.0,False,Simultaneous,NotTested
X1,X5,0,,0.0,False,Simultaneous,NotTested
X1,X6,0,,0.0,False,Simultaneous,NotTested
X2,X1,0,,0.0,False,Simultaneous,NotTested
X2,X2,0,,0.0,False,Simultaneous,NotTested
X2,X3,0,,0.0,False,Simultaneous,NotTested
X2,X4,0,,0.0,False,Simultaneous,NotTested
X2,X5,0,,0.0,False,Simultaneous,NotTested
X2,X6,0,,0.0,False,Simultaneous,NotTested
X3,X1,0,,0.0,False,Simultaneous,NotTested
X3,X2,0,,0.0,False,Simultaneous,NotTested
X3,X3,0,,0.0,False,Simultaneous,NotTested
X3,X4,0,,0.0,False,Simultaneous,NotTested
X3,X5,0,,0.0,False,Simultaneous,NotTested
X3,X6,0,,0.0,False,Simultaneous,NotTested
X4,X1,0,,0.0,False,Simultaneous,NotTested
X4,X2,0,,0.0,False,Simultaneous,NotTested
X4,X3,0,,0.0,False,Simultaneous,NotTested
X4,X4,0,,0.0,False,Simultaneous,NotTested
X4,X5,0,,0.0,False,Simultaneous,NotTested
X4,X6,0,,0.0,False,Simultaneous,NotTested
X5,X1,0,,0.0,False,Simultaneous,NotTested
X5,X2,0,,0.0,False,Simultaneous,NotTested
X5,X3,0,,0.0,False,Simultaneous,NotTested
X5,X4,0,,0.0,False,Simultaneous,NotTested
X5,X5,0,,0.0,False,Simultaneous,NotTested
X5,X6,0,,0.0,False,Simultaneous,NotTested
X6,X1,0,,0.0,False,Simultaneous,NotTested
X6,X2,0,,0.0,False,Simultaneous,NotTested
X6,X3,0,,0.0,False,Simultaneous,NotTested
X6,X4,0,,0.0,False,Simultaneous,NotTested
X6,X5,0,,0.0,False,Simultaneous,NotTested
X6,X6,0,,0.0,False,Simultaneous,NotTested
X1,X1,1,,0.0,False,Lag1,SelfSkipped
X2,X2,1,,0.0,False,Lag1,SelfSkipped
X3,X3,1,,0.0,False,Lag1,SelfSkipped
X4,X4,1,,0.0,False,Lag1,SelfSkipped
X5,X5,1,,0.0,False,Lag1,SelfSkipped
X6,X6,1,,0.0,False,Lag1,SelfSkipped
X1,X1,2,,0.0,False,Lag2,SelfSkipped
X2,X2,2,,0.0,False,Lag2,SelfSkipped
X3,X3,2,,0.0,False,Lag2,SelfSkipped
X4,X4,2,,0.0,False,Lag2,SelfSkipped
X5,X5,2,,0.0,False,Lag2,SelfSkipped
X6,X6,2,,0.0,False,Lag2,SelfSkipped
X1,X1,3,,0.0,False,Lag3,SelfSkipped
X2,X2,3,,0.0,False,Lag3,SelfSkipped
X3,X3,3,,0.0,False,Lag3,SelfSkipped
X4,X4,3,,0.0,False,Lag3,SelfSkipped
X5,X5,3,,0.0,False,Lag3,SelfSkipped
X6,X6,3,,0.0,False,Lag3,SelfSkipped
