From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X4,X3,3,0.07636478409013114,2.290209794243687,False,Lag3,Lagged
X3,X1,1,0.07970460638654352,3.0730022543479434,False,Lag1,Lagged
X4,X2,1,0.09203776706517187,2.8401850291412396,False,Lag1,Lagged
X5,X4,3,0.15331057712991622,1.7566535676890616,False,Lag3,Lagged
X2,X1,1,0.17939650376115815,1.8034598533836197,False,Lag1,Lagged
X4,X2,2,0.18837455924330207,1.670254360281944,False,Lag2,Lagged
X3,X1,2,0.19379861813595783,1.6418356946964123,False,Lag2,Lagged
X5,X3,1,0.2025176416826005,1.624836009711619,False,Lag1,Lagged
X4,X3,1,0.20756218572907076,1.5890352606853955,False,Lag1,Lagged
X4,X5,3,0.21072321125174764,1.5067624001253634,False,Lag3,Lagged
X5,X4,2,0.2121432810496849,1.5512968734729027,False,Lag2,Lagged
X4,X1,3,0.21401294998292777,1.494456085999409,False,Lag3,Lagged
X4,X3,2,0.22038259702517915,1.5131546477268605,False,Lag2,Lagged
X3,X6,1,0.22832179490997764,1.4518793967734134,False,Lag1,Lagged
X2,X1,2,0.22872196115147123,1.4759755445963296,False,Lag2,Lagged
X3,X1,3,0.23203058393948978,1.4300063615169767,False,Lag3,Lagged
X5,X6,2,0.24276045677328795,1.4163499201068013,False,Lag2,Lagged
X5,X3,3,0.25458542484757574,1.3555201494150388,False,Lag3,Lagged
X4,X1,2,0.2714779244832996,1.3044426389526034,False,Lag2,Lagged
X2,X3,1,0.2761268363803243,1.1864874305186268,False,Lag1,Lagged
X5,X6,1,0.283083228339328,1.1526420125795445,False,Lag1,Lagged
X1,X5,2,0.309963861109353,1.1717580687659093,False,Lag2,Lagged
X1,X4,3,0.32093945084711895,1.1666984185786966,False,Lag3,Lagged
X6,X2,1,0.32414665761167627,0.9724616092813638,False,Lag1,Lagged
X4,X2,3,0.3297002365285565,1.1444375767159047,False,Lag3,Lagged
X3,X5,1,0.3348803763550955,0.9302324325322018,False,Lag1,Lagged
X1,X5,1,0.33750715672300025,0.9201722372717888,False,Lag1,Lagged
X6,X5,1,0.34155914997398995,0.9048580546210662,False,Lag1,Lagged
X1,X2,1,0.35075737925109285,0.8709871307781749,False,Lag1,Lagged
X2,X1,3,0.3621745298225156,1.066203939741033,False,Lag3,Lagged
X3,X6,2,0.3766564037612451,0.9767405154357004,False,Lag2,Lagged
X2,X3,2,0.3852418378236768,0.9541880638833656,False,Lag2,Lagged
X1,X4,2,0.38524239992510445,0.9541866038669671,False,Lag2,Lagged
X5,X6,3,0.40232175684678195,0.9774523061971019,False,Lag3,Lagged
X6,X3,1,0.4036874061975554,0.6975124470777463,False,Lag1,Lagged
X5,X3,2,0.4338678490732393,0.8352482902247305,False,Lag2,Lagged
X1,X3,2,0.44485091395553766,0.810235337521925,False,Lag2,Lagged
X1,X3,3,0.4577470107740226,0.8664088236265248,False,Lag3,Lagged
X3,X4,1,0.4836148601390524,0.49082289864533674,False,Lag1,Lagged
X1,X3,1,0.4879989191230034,0.48105429580812764,False,Lag1,Lagged
X6,X5,3,0.49467865713136194,0.7983181356546616,False,Lag3,Lagged
X1,X5,3,0.49625419964644113,0.7955031348134285,False,Lag3,Lagged
X6,X4,3,0.5070156519311082,0.7764574454590326,False,Lag3,Lagged
X4,X6,1,0.5492659343636307,0.35871519118473033,False,Lag1,Lagged
X4,X5,1,0.5505900479698109,0.35634183125548524,False,Lag1,Lagged
X2,X4,1,0.5578044532066339,0.3435969842038423,False,Lag1,Lagged
X2,X6,1,0.5722462933581574,0.3190086699809798,False,Lag1,Lagged
X3,X4,2,0.5766208030501242,0.5506717069373335,False,Lag2,Lagged
X2,X3,3,0.5797163477658647,0.6550840879160987,False,Lag3,Lagged
X3,X6,3,0.5916084078280273,0.6362710173149886,False,Lag3,Lagged
X3,X5,2,0.6009744688558403,0.509289467593293,False,Lag2,Lagged
X6,X5,2,0.6077931770262887,0.49800346836981496,False,Lag2,Lagged
X6,X2,2,0.6124361434990018,0.49039092852886723,False,Lag2,Lagged
X2,X6,2,0.6265976502024029,0.46752366520236793,False,Lag2,Lagged
X3,X2,1,0.6405227654805978,0.21810345551361163,False,Lag1,Lagged
X5,X2,3,0.6419427661068782,0.5592372313617314,False,Lag3,Lagged
X5,X4,1,0.6456755563631251,0.21143857739868838,False,Lag1,Lagged
X1,X2,2,0.6517517954160839,0.42815270755589946,False,Lag2,Lagged
X5,X2,2,0.6533246225494342,0.42574169683406815,False,Lag2,Lagged
X6,X2,3,0.6605553348411713,0.5316736356250771,False,Lag3,Lagged
X6,X4,1,0.6659094806972947,0.18646118622399188,False,Lag1,Lagged
X3,X5,3,0.6885480875257297,0.49099238712657456,False,Lag3,Lagged
X2,X4,3,0.6981827111937089,0.47717986917478206,False,Lag3,Lagged
X2,X5,3,0.7023487914937832,0.47123422746318067,False,Lag3,Lagged
X6,X3,2,0.7132005732226516,0.33803076085735273,False,Lag2,Lagged
X4,X5,2,0.7313301942763261,0.312922931094859,False,Lag2,Lagged
X6,X3,3,0.7398710344296708,0.41831546274465475,False,Lag3,Lagged
X3,X4,3,0.7433535196992292,0.4134531486149013,False,Lag3,Lagged
X2,X4,2,0.7572313999100089,0.2781122312926873,False,Lag2,Lagged
X3,X2,2,0.7615445994077801,0.2724313349874042,False,Lag2,Lagged
X6,X4,2,0.7775907631102712,0.25157604843004344,False,Lag2,Lagged
X1,X2,3,0.7910610625328621,0.347376562488541,False,Lag3,Lagged
X1,X4,1,0.8044801300719596,0.06129343859736462,False,Lag1,Lagged
X2,X6,3,0.8069101637775538,0.3255370907391511,False,Lag3,Lagged
