From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X3,X1,1,0.07550097696084336,3.1613766255785745,False,Lag1,Lagged
X4,X2,1,0.0920828421877996,2.8393974888303335,False,Lag1,Lagged
X2,X1,1,0.17899841504028613,1.806766183129334,False,Lag1,Lagged
X3,X1,2,0.1869103719811544,1.678066199177302,False,Lag2,Lagged
X4,X2,2,0.18861383896912748,1.6689835163019258,False,Lag2,Lagged
X5,X3,1,0.19850079051332137,1.6541030203396456,False,Lag1,Lagged
X4,X3,1,0.21023008594643444,1.570514628140361,False,Lag1,Lagged
X5,X4,2,0.21227545007345808,1.5506734042459063,False,Lag2,Lagged
X2,X1,2,0.22742854653438802,1.481652163141056,False,Lag2,Lagged
X3,X6,1,0.22910192706139124,1.4470190387399693,False,Lag1,Lagged
X4,X3,2,0.23418458031147588,1.452349965403283,False,Lag2,Lagged
X5,X6,2,0.24266537493751453,1.4167420370178072,False,Lag2,Lagged
X2,X3,1,0.26794566172314566,1.2276901523003434,False,Lag1,Lagged
X4,X1,2,0.2700495695382199,1.3097225401176817,False,Lag2,Lagged
X5,X6,1,0.2826634628708431,1.154654422264544,False,Lag1,Lagged
X1,X5,2,0.3100561082598566,1.1714602739337294,False,Lag2,Lagged
X3,X5,1,0.32290738183490075,0.9774565750979772,False,Lag1,Lagged
X6,X2,1,0.3258237069973703,0.965742224955375,False,Lag1,Lagged
X1,X5,1,0.3377100404323081,0.91939958927204,False,Lag1,Lagged
X6,X5,1,0.34165007330769237,0.9045172251185619,False,Lag1,Lagged
X1,X2,1,0.352374704347714,0.865156236734392,False,Lag1,Lagged
X2,X3,2,0.3561239693416446,1.0328326290655907,False,Lag2,Lagged
X3,X6,2,0.3717219605142934,0.9899363998251343,False,Lag2,Lagged
X1,X4,2,0.38299468631575395,0.960041977512163,False,Lag2,Lagged
X6,X3,1,0.39754400822026037,0.715947484921473,False,Lag1,Lagged
X5,X3,2,0.42719192376561155,0.8507636354681173,False,Lag2,Lagged
X1,X3,2,0.4465807704345546,0.8063521616895015,False,Lag2,Lagged
X1,X3,1,0.48668122481319687,0.48397507470251044,False,Lag1,Lagged
X3,X4,1,0.5113374455200221,0.43143225887862746,False,Lag1,Lagged
X4,X6,1,0.5485636539201455,0.3599783149786584,False,Lag1,Lagged
X4,X5,1,0.5506857268989417,0.35617074897277057,False,Lag1,Lagged
X2,X4,1,0.5582103685996818,0.34288917303622796,False,Lag1,Lagged
X2,X6,1,0.5716450993538642,0.3200081672926288,False,Lag1,Lagged
X3,X5,2,0.5925604520685294,0.5233938883189407,False,Lag2,Lagged
X3,X4,2,0.6073746369041715,0.498692557583001,False,Lag2,Lagged
X6,X5,2,0.6079003647806833,0.4978270696073062,False,Lag2,Lagged
X6,X2,2,0.6145103892303161,0.48700867017891847,False,Lag2,Lagged
X2,X6,2,0.6259615885461549,0.46853960220565927,False,Lag2,Lagged
X5,X4,1,0.6457545029668428,0.2113374390597029,False,Lag1,Lagged
X1,X2,2,0.6537074865377643,0.42515567780194397,False,Lag2,Lagged
X5,X2,2,0.6544569795822834,0.4240094828242872,False,Lag2,Lagged
X6,X4,1,0.6654619052829043,0.1869934854280161,False,Lag1,Lagged
X3,X2,1,0.7019924087784373,0.14643550044376946,False,Lag1,Lagged
X6,X3,2,0.704598289702743,0.35016840224802104,False,Lag2,Lagged
X4,X5,2,0.7312996615716592,0.31296469024453916,False,Lag2,Lagged
X2,X4,2,0.7567404463214674,0.27876091568248884,False,Lag2,Lagged
X6,X4,2,0.7787130308970758,0.2501335844217405,False,Lag2,Lagged
X3,X2,2,0.7802932392910726,0.2481060467267505,False,Lag2,Lagged
X1,X4,1,0.80545167711512,0.06067336814314632,False,Lag1,Lagged
X2,X5,1,0.8101531121909992,0.05771992538562913,False,Lag1,Lagged
X1,X6,2,0.8169127957905251,0.2022365907843126,False,Lag2,Lagged
