From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Graph
X1,X1,0,0.0,0.0,True,Simultaneous,Simultaneous,
X2,X2,0,0.0,0.0,True,Simultaneous,Simultaneous,
X3,X3,0,0.0,0.0,True,Simultaneous,Simultaneous,
X4,X4,0,0.0,0.0,True,Simultaneous,Simultaneous,
X5,X5,0,0.0,0.0,True,Simultaneous,Simultaneous,
X6,X6,0,0.0,0.0,True,Simultaneous,Simultaneous,
X5,X4,1,0.013972055888223553,0.050215337673789495,True,Lag1,Lagged,<->
X6,X5,2,0.01996007984031936,0.040761040535485904,True,Lag2,Lagged,o->
X4,X3,2,0.05189620758483034,0.034741366191065826,False,Lag2,Lagged,o->
X1,X2,2,0.059880239520958084,0.03369552803167064,False,Lag2,Lagged,o->
X3,X4,2,0.1217564870259481,0.021169644032863033,False,Lag2,Lagged,<->
X2,X6,2,0.12974051896207583,0.02854175718043317,False,Lag2,Lagged,o->
X6,X3,1,0.21756487025948104,0.024465924896615476,False,Lag1,Lagged,
X3,X4,1,0.249500998003992,0.013234058487291644,False,Lag1,Lagged,
X3,X5,1,0.2834331337325349,0.021926769225920406,False,Lag1,Lagged,
X3,X2,0,0.28542914171656686,0.021060373387805864,False,Simultaneous,Simultaneous,
X2,X3,0,0.28542914171656686,0.021060373387805864,False,Simultaneous,Simultaneous,
X6,X6,2,0.2894211576846307,0.014561517895255616,False,Lag2,Lagged,
X2,X1,2,0.2954091816367265,0.021521963521945686,False,Lag2,Lagged,
X5,X1,1,0.29740518962075846,0.02134326670599984,False,Lag1,Lagged,
X6,X4,0,0.2994011976047904,0.01307017956796308,False,Simultaneous,Simultaneous,
X4,X6,0,0.2994011976047904,0.01307017956796308,False,Simultaneous,Simultaneous,
X6,X5,0,0.3153692614770459,0.019102142934246835,False,Simultaneous,Simultaneous,
X5,X6,0,0.3153692614770459,0.019102142934246835,False,Simultaneous,Simultaneous,
X1,X1,1,0.32335329341317365,0.01686755065602119,False,Lag1,Lagged,
X2,X1,0,0.3333333333333333,0.019509017561063047,False,Simultaneous,Simultaneous,
X1,X2,0,0.3333333333333333,0.019509017561063047,False,Simultaneous,Simultaneous,
X3,X6,1,0.3333333333333333,0.020076674541985362,False,Lag1,Lagged,
X6,X1,0,0.405189620758483,0.017371464471834575,False,Simultaneous,Simultaneous,
X1,X6,0,0.405189620758483,0.017371464471834575,False,Simultaneous,Simultaneous,
X4,X2,2,0.40718562874251496,0.016490067859218804,False,Lag2,Lagged,
X6,X2,1,0.4171656686626746,0.016916165349507573,False,Lag1,Lagged,
X2,X6,1,0.4171656686626746,0.014791640922781735,False,Lag1,Lagged,
X4,X1,2,0.43313373253493015,0.016710117922765555,False,Lag2,Lagged,
X5,X5,1,0.44510978043912175,0.01640573477912577,False,Lag1,Lagged,
X2,X5,1,0.4491017964071856,0.016344386301768044,False,Lag1,Lagged,
X2,X4,2,0.45708582834331335,0.015521772833368086,False,Lag2,Lagged,
X5,X3,2,0.47704590818363274,0.01462908278844477,False,Lag2,Lagged,
X1,X3,1,0.5089820359281437,0.011951028096067073,False,Lag1,Lagged,
X5,X2,1,0.5109780439121756,0.013188712547128834,False,Lag1,Lagged,
X2,X1,1,0.5169660678642715,0.01384952760471414,False,Lag1,Lagged,
X5,X5,2,0.5169660678642715,0.012190224134696948,False,Lag2,Lagged,
X1,X2,1,0.5209580838323353,0.009967121010670876,False,Lag1,Lagged,
X1,X5,2,0.5269461077844312,0.012974292169657176,False,Lag2,Lagged,
X1,X1,2,0.530938123752495,0.012702540821941,False,Lag2,Lagged,
X2,X3,2,0.5349301397205589,0.014419080581630439,False,Lag2,Lagged,
X2,X2,2,0.5369261477045908,0.013878082617489351,False,Lag2,Lagged,
X3,X2,2,0.5409181636726547,0.008903779512282828,False,Lag2,Lagged,
X1,X6,1,0.5489021956087824,0.013196724879130706,False,Lag1,Lagged,
X3,X5,2,0.5848303393213573,0.010821095781064383,False,Lag2,Lagged,
X4,X2,0,0.592814371257485,0.01097096216166582,False,Simultaneous,Simultaneous,
X2,X4,0,0.592814371257485,0.01097096216166582,False,Simultaneous,Simultaneous,
X4,X5,2,0.6147704590818364,0.01149707328364391,False,Lag2,Lagged,
X1,X5,1,0.6187624750499002,0.0031870450087856383,False,Lag1,Lagged,
X5,X4,2,0.624750499001996,0.010756529658688674,False,Lag2,Lagged,
X5,X1,0,0.6287425149700598,0.007767282615734672,False,Simultaneous,Simultaneous,
X1,X5,0,0.6287425149700598,0.007767282615734672,False,Simultaneous,Simultaneous,
X6,X1,1,0.6487025948103793,0.010259912492355916,False,Lag1,Lagged,
X4,X5,1,0.654690618762475,0.004091645342894079,False,Lag1,Lagged,
X1,X4,1,0.6706586826347305,0.008134409641862739,False,Lag1,Lagged,
X3,X6,2,0.6726546906187625,0.00900214397823218,False,Lag2,Lagged,
X4,X3,0,0.6786427145708582,0.008792671791263196,False,Simultaneous,Simultaneous,
X3,X4,0,0.6786427145708582,0.008792671791263196,False,Simultaneous,Simultaneous,
X6,X6,1,0.6786427145708582,0.008036756471423878,False,Lag1,Lagged,
X6,X2,0,0.6806387225548902,0.009931637828165751,False,Simultaneous,Simultaneous,
X2,X6,0,0.6806387225548902,0.009931637828165751,False,Simultaneous,Simultaneous,
X3,X2,1,0.7005988023952096,0.009063480216771058,False,Lag1,Lagged,
X5,X3,1,0.7045908183632734,0.0073773856072842925,False,Lag1,Lagged,
X6,X1,2,0.7145708582834331,0.00801707322682077,False,Lag2,Lagged,
X3,X1,2,0.716566866267465,0.007629834445159744,False,Lag2,Lagged,
X2,X2,1,0.7305389221556886,0.0073552495430573295,False,Lag1,Lagged,
X4,X1,1,0.7325349301397206,0.006933997594568808,False,Lag1,Lagged,
X4,X6,1,0.7425149700598802,0.006758832628686484,False,Lag1,Lagged,
X1,X3,2,0.7485029940119761,0.006544402192453447,False,Lag2,Lagged,
X3,X3,1,0.7624750499001997,0.005699464440913182,False,Lag1,Lagged,
X5,X6,2,0.8083832335329342,0.003949691433534852,False,Lag2,Lagged,
X3,X3,2,0.812375249500998,0.004694278085241699,False,Lag2,Lagged,
X5,X1,2,0.8163672654690619,0.0043279592365790265,False,Lag2,Lagged,
X4,X4,1,0.8183632734530938,0.0022015417485183875,False,Lag1,Lagged,
X3,X1,1,0.8343313373253493,0.003404744870936227,False,Lag1,Lagged,
X4,X3,1,0.8423153692614771,0.0026269290782283683,False,Lag1,Lagged,
X5,X3,0,0.8423153692614771,0.0016867804189257818,False,Simultaneous,Simultaneous,
X3,X5,0,0.8423153692614771,0.0016867804189257818,False,Simultaneous,Simultaneous,
X4,X6,2,0.8483033932135728,0.0012315287789377294,False,Lag2,Lagged,
X6,X5,1,0.8642714570858283,-0.002680437694698501,False,Lag1,Lagged,
X1,X6,2,0.8642714570858283,0.00022109213545951079,False,Lag2,Lagged,
X5,X4,0,0.8802395209580839,0.0019579905237843143,False,Simultaneous,Simultaneous,
X6,X4,1,0.8802395209580839,-4.072893879225603e-05,False,Lag1,Lagged,
X4,X5,0,0.8802395209580839,0.0019579905237843143,False,Simultaneous,Simultaneous,
X6,X2,2,0.8822355289421158,-0.0009841520082085609,False,Lag2,Lagged,
X4,X2,1,0.8942115768463074,-0.00048827861254441274,False,Lag1,Lagged,
X4,X4,2,0.8982035928143712,-0.0006318487421714813,False,Lag2,Lagged,
X6,X3,0,0.9001996007984032,2.1445373940220946e-05,False,Simultaneous,Simultaneous,
X3,X6,0,0.9001996007984032,2.1445373940220946e-05,False,Simultaneous,Simultaneous,
X2,X5,2,0.9121756487025948,-0.0023254510262660233,False,Lag2,Lagged,
X5,X6,1,0.9121756487025948,-0.0008357297540086961,False,Lag1,Lagged,
X3,X1,0,0.9301397205588823,-0.0038196375568659846,False,Simultaneous,Simultaneous,
X1,X3,0,0.9301397205588823,-0.0038196375568659846,False,Simultaneous,Simultaneous,
X4,X1,0,0.9341317365269461,-0.005099723198629391,False,Simultaneous,Simultaneous,
X5,X2,0,0.9341317365269461,-0.0023541330073810762,False,Simultaneous,Simultaneous,
X1,X4,0,0.9341317365269461,-0.005099723198629391,False,Simultaneous,Simultaneous,
X2,X5,0,0.9341317365269461,-0.0023541330073810762,False,Simultaneous,Simultaneous,
X6,X3,2,0.9421157684630739,-0.00308299783189403,False,Lag2,Lagged,
X2,X4,1,0.9540918163672655,-0.00416881344916975,False,Lag1,Lagged,
X2,X3,1,0.9560878243512974,-0.0050204608783785964,False,Lag1,Lagged,
X6,X4,2,0.9560878243512974,-0.005693255496001637,False,Lag2,Lagged,
X5,X2,2,0.9800399201596807,-0.009522343885831397,False,Lag2,Lagged,
X1,X4,2,0.9880239520958084,-0.01086922011077096,False,Lag2,Lagged,
