X1,X2,X3,X4,X5,X6,X7,time
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,-0.3692224678653593,-0.4045523953858381,0
-0.23546231834323292,-0.25709780905293067,-0.23360690698056996,-0.20953676755506176,-0.21901322029008988,-0.37317692497778104,-0.33003134263698714,1
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,-0.36658616312374476,-0.3650372511734697,2
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,-0.37581322971939557,-0.3917366729385835,3
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,-0.37317692497778104,-0.41831743060696347,4
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,-0.37317692497778104,-0.416418805059222,5
-0.09914202877609805,-0.18064143229647317,-0.1415280459418761,0.12142141385802126,-0.021262623489091075,-0.37317692497778104,-0.41831743060696347,6
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,-0.37449507734858833,-0.3945846112601956,7
0.4461391294924414,2.588891308280858,2.3371576936488068,2.9017851303086672,1.3784827655650036,-0.07395633680453431,5.140664183178316,8
-0.30362246312680036,-0.2846117927542444,-0.24401923345470333,-0.2585867765391451,-0.296140329720898,0.018314329151973497,2.692881145079089,9
0.5824594190595763,5.530747522596742,5.514330418768758,4.0850087810251114,3.8912146887662824,0.2555817558972793,1.820154179240396,10
-0.030981883992530622,-0.2575080589644286,-0.1989692658526914,-0.24031000780149359,-0.26248729668339066,0.5218485348003447,0.32654232441964687,11
7.262153607849185,4.74320027879077,5.1515499571979815,6.077726010681874,6.398067366881733,5.741731923197071,0.4049586323957414,12
2.2183028938651947,0.9965997343201003,0.5963623149054019,0.5177877571226052,1.1170082885283867,3.528554092611692,0.03061171510604471,13
1.7411818803802226,0.06122256184014568,-0.10085747126075419,-0.08636434531028402,0.6480513775193052,3.5377811592073427,-0.01682461111721585,14
0.3098188399253065,0.025035840831494717,-0.1712977870773127,-0.14736274686251802,0.14511527336126928,1.1624705870126704,0.40052579444046515,15
0.6506195638431438,-0.1498376235528468,-0.19056247983399796,-0.11414658226733168,-0.06229746827968981,0.6813449716680224,-0.001337410170773115,16
-0.16730217355966548,-0.2846084818598743,-0.2440175163823956,-0.2585860973830848,-0.29612081586807637,0.15803848045754246,-0.09772094525976835,17
