From,To,Lag,P_value,Value,Causal,Type
X6,X6,2,0.042064424599351564,0.037161247355699256,True,Lag2
X6,X3,0,0.049850798405080304,-0.03586450335658099,True,Simultaneous
X3,X6,0,0.049850798405080304,-0.03586450335658099,True,Simultaneous
X6,X5,0,0.055760256301752395,-0.0349811244767892,False,Simultaneous
X5,X6,0,0.055760256301752395,-0.0349811244767892,False,Simultaneous
X5,X4,3,0.06301748500336608,0.034014264104104026,False,Lag3
X3,X4,3,0.06927706142390047,-0.03323784252778498,False,Lag3
X1,X1,2,0.06964193892611854,0.033211072476028766,False,Lag2
X4,X5,2,0.07744015782839825,-0.032307536252290214,False,Lag2
X5,X5,3,0.0778032539887256,-0.03225185949552498,False,Lag3
X2,X2,3,0.07864779790748931,0.03217140315849498,False,Lag3
X2,X4,1,0.08641120009222769,0.031378362578002944,False,Lag1
X1,X4,2,0.09946614654778566,0.030159385995729843,False,Lag2
X1,X3,1,0.10228901593093928,-0.029895667470684645,False,Lag1
X3,X5,3,0.10430489196285253,-0.02970656347042597,False,Lag3
X4,X1,2,0.1219346034642787,0.028315871655774393,False,Lag2
X1,X2,1,0.13268806442695066,-0.027512968041357895,False,Lag1
X4,X5,3,0.14686913810968186,0.0265452237078801,False,Lag3
X3,X4,1,0.1718103732027952,-0.025003714448342484,False,Lag1
X4,X6,3,0.17914395206723308,-0.024578592504359197,False,Lag3
X2,X2,1,0.1844044142633294,0.02428447848162381,False,Lag1
X6,X3,1,0.18691027642554195,-0.024138476784214043,False,Lag1
X5,X1,2,0.19049995116014592,0.023959359393449793,False,Lag2
X2,X1,0,0.19174540445430058,0.023892238423922206,False,Simultaneous
X1,X2,0,0.19174540445430058,0.023892238423922206,False,Simultaneous
X4,X1,3,0.20306466459439082,-0.023304209315195897,False,Lag3
X1,X4,3,0.2041263407064758,-0.023249560452689423,False,Lag3
X3,X5,1,0.21084571618983775,0.022889215912470215,False,Lag1
X6,X5,2,0.22132712292362458,0.022369068680879622,False,Lag2
X5,X6,3,0.23896590455931346,0.021538315233997844,False,Lag3
X3,X4,2,0.23901352063815987,-0.021550556208505715,False,Lag2
X3,X2,1,0.2472287926292385,-0.021171101279896958,False,Lag1
X1,X2,2,0.2495501808758062,0.02107454859933544,False,Lag2
X5,X2,3,0.2574478851796692,0.02071995398698947,False,Lag3
X3,X1,2,0.28665285028080223,0.01950174813530873,False,Lag2
X3,X1,3,0.29523760369752133,0.019157855668262554,False,Lag3
X6,X5,1,0.3013708828845567,-0.01890358711349975,False,Lag1
X5,X3,1,0.3028826635189472,0.018847730772445795,False,Lag1
X1,X3,3,0.31739309926337356,-0.01830011083866854,False,Lag3
X6,X2,0,0.322849783059172,-0.018085865481694587,False,Simultaneous
X2,X6,0,0.322849783059172,-0.018085865481694587,False,Simultaneous
X4,X4,1,0.3234730693458563,-0.018074689724923904,False,Lag1
X5,X1,1,0.33307475439073786,-0.017713543498312716,False,Lag1
X2,X5,2,0.3350817634650235,-0.017637206044227485,False,Lag2
X2,X1,1,0.3355952439697051,-0.017627334128689998,False,Lag1
X3,X3,2,0.336582971807482,-0.017579567336505685,False,Lag2
X4,X2,3,0.33807630859873283,0.017537064783541872,False,Lag3
X1,X6,3,0.3394469656329373,-0.017481520548216865,False,Lag3
X1,X1,3,0.3424365364180225,-0.017385276716094276,False,Lag3
X4,X3,0,0.34273329162601696,0.01736295123877397,False,Simultaneous
X3,X4,0,0.34273329162601696,0.01736295123877397,False,Simultaneous
X5,X6,1,0.3464435746525132,-0.017221306341706554,False,Lag1
X4,X4,3,0.35190144644814736,0.017047375721391922,False,Lag3
X2,X6,1,0.35382135410131244,-0.016962483407875144,False,Lag1
X4,X4,2,0.3659845493862842,-0.016555072671713397,False,Lag2
X3,X1,0,0.37295106218251584,-0.01630498502686533,False,Simultaneous
X1,X3,0,0.37295106218251584,-0.01630498502686533,False,Simultaneous
X2,X5,3,0.3770052555092388,0.016164465685756392,False,Lag3
X3,X2,2,0.38883980215094316,0.015764742722567483,False,Lag2
X1,X5,3,0.395791916456239,0.015542748662195188,False,Lag3
X4,X3,2,0.42379832061974143,-0.01464026399535356,False,Lag2
X2,X6,3,0.42540869595195996,-0.014582130896475759,False,Lag3
X4,X1,0,0.44575664113575464,0.013961536887568328,False,Simultaneous
X1,X4,0,0.44575664113575464,0.013961536887568328,False,Simultaneous
X3,X6,1,0.4462310893092949,0.01393297540271306,False,Lag1
X6,X2,2,0.4623794798646884,-0.013445437980978425,False,Lag2
X3,X1,1,0.47072665071343067,-0.013200391525394931,False,Lag1
X6,X3,2,0.484429260783128,-0.012789537161871875,False,Lag2
X4,X2,0,0.48447344390006786,-0.012798954352060389,False,Simultaneous
X2,X4,0,0.48447344390006786,-0.012798954352060389,False,Simultaneous
X6,X6,1,0.4884231583817744,0.012670771616972856,False,Lag1
X6,X4,1,0.49211570207310396,-0.012571814251954036,False,Lag1
X6,X1,2,0.5023643419720841,0.012275847662447076,False,Lag2
X5,X3,3,0.5054030483649681,0.012184630479571067,False,Lag3
X4,X3,1,0.506837627004999,-0.012149703985552002,False,Lag1
X5,X4,2,0.5133000091494229,0.011965542564389708,False,Lag2
X5,X5,2,0.5200493577224927,0.011768574000665942,False,Lag2
X4,X2,1,0.5259904616136614,0.011609310818397875,False,Lag1
X5,X3,0,0.5270433861807735,-0.011568162996800118,False,Simultaneous
X3,X5,0,0.5270433861807735,-0.011568162996800118,False,Simultaneous
X2,X4,2,0.528881818917124,-0.01152831383480695,False,Lag2
X4,X6,2,0.5301934742314738,-0.011487794596903647,False,Lag2
X3,X6,3,0.5320033222655107,0.01143154774576378,False,Lag3
X6,X1,3,0.5340418769865558,0.011380506151433031,False,Lag3
