From,To,Lag,P_value,Correlation,Causal,Type
X1,X1,2,0.002,0.09353429945966162,True,Lag2
X6,X5,0,0.012,0.0865651149296352,True,Simultaneous
X5,X6,0,0.012,0.0865651149296352,True,Simultaneous
X6,X6,2,0.014,0.08473587201301501,True,Lag2
X5,X4,3,0.018,0.0819065602302532,True,Lag3
X3,X1,2,0.032,0.07413206532178977,True,Lag2
X3,X1,1,0.042,0.07230006771642324,True,Lag1
X2,X1,0,0.048,0.0705014324578521,True,Simultaneous
X1,X2,0,0.048,0.0705014324578521,True,Simultaneous
X2,X3,3,0.048,0.07098834174220481,True,Lag3
X6,X1,1,0.056,0.06827586249417099,False,Lag1
X2,X4,1,0.056,0.06814612602263842,False,Lag1
X4,X5,2,0.06,0.06748314391026518,False,Lag2
X3,X4,2,0.07,0.06609417637239572,False,Lag2
X6,X3,1,0.074,0.0653670552741487,False,Lag1
X1,X4,2,0.078,0.06472420356966406,False,Lag2
X4,X1,2,0.086,0.06436966961121128,False,Lag2
X4,X2,1,0.086,0.0642849444229881,False,Lag1
X3,X1,0,0.11,0.06303114175781312,False,Simultaneous
X1,X3,0,0.11,0.06303114175781312,False,Simultaneous
X4,X4,3,0.11,0.06278479634380545,False,Lag3
X1,X3,3,0.114,0.06242858764744899,False,Lag3
X5,X3,3,0.12,0.06177792718762997,False,Lag3
X4,X3,2,0.128,0.06104584167360091,False,Lag2
X1,X4,1,0.15,0.06003674569955494,False,Lag1
X6,X4,3,0.172,0.058890796263960196,False,Lag3
X6,X6,1,0.172,0.058690134257699964,False,Lag1
X2,X1,3,0.182,0.05769397112573059,False,Lag3
X3,X2,1,0.182,0.05758922343674043,False,Lag1
X6,X2,2,0.2,0.056602709880960805,False,Lag2
X5,X2,1,0.206,0.05643543932667828,False,Lag1
X4,X4,1,0.206,0.05633440257839547,False,Lag1
X2,X2,1,0.222,0.05570354058107014,False,Lag1
X4,X3,3,0.232,0.05536691235452029,False,Lag3
X1,X4,3,0.236,0.05530620167034768,False,Lag3
X2,X4,3,0.242,0.05505997139973568,False,Lag3
