From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X2,X5,1,0.028373155741969046,4.819283454422473,True,Lag1,Lagged
X4,X2,1,0.03527151781054524,4.444092292240431,True,Lag1,Lagged
X2,X4,1,0.050439557475784484,3.8360755725032614,False,Lag1,Lagged
X2,X5,2,0.08387853394254331,2.4845815511998346,False,Lag2,Lagged
X4,X2,2,0.09627696888638702,2.346051507109768,False,Lag2,Lagged
X4,X5,3,0.10398097746351918,2.0594234409695646,False,Lag3,Lagged
X2,X5,3,0.1064117545061667,2.041697764530225,False,Lag3,Lagged
X4,X3,2,0.12593885722968146,2.0762880460250512,False,Lag2,Lagged
X4,X2,3,0.12772160247636233,1.901070997288927,False,Lag3,Lagged
X5,X4,2,0.13203026820682942,2.0288581021203878,False,Lag2,Lagged
X2,X4,2,0.13752757257629364,1.9878998666210954,False,Lag2,Lagged
X1,X3,2,0.1547122734032093,1.8696997948612077,False,Lag2,Lagged
X4,X3,3,0.15668379284295764,1.7421890632474775,False,Lag3,Lagged
X1,X3,1,0.18064779923685068,1.7948017193478216,False,Lag1,Lagged
X5,X4,3,0.18200093263657313,1.6246309457484873,False,Lag3,Lagged
X1,X4,2,0.19962128215032002,1.613950825530243,False,Lag2,Lagged
X2,X3,1,0.21068416663741402,1.5687394994004815,False,Lag1,Lagged
X1,X3,3,0.23908255706540316,1.4075585563605812,False,Lag3,Lagged
X1,X4,1,0.2655544262143283,1.2409622942151062,False,Lag1,Lagged
X2,X4,3,0.27215582007448674,1.3028339667333402,False,Lag3,Lagged
X1,X4,3,0.2743863170622536,1.296195839776968,False,Lag3,Lagged
X4,X3,1,0.2957947211961325,1.0942070834486397,False,Lag1,Lagged
X4,X1,2,0.30515139820396003,1.1883671444163584,False,Lag2,Lagged
X3,X1,3,0.30943322941113705,1.1978136618946185,False,Lag3,Lagged
X3,X5,3,0.33230512373417487,1.1388470147959375,False,Lag3,Lagged
X2,X3,2,0.3551529553399264,1.0362866800403803,False,Lag2,Lagged
X4,X1,1,0.3834421328308444,0.7603085064546972,False,Lag1,Lagged
X5,X6,1,0.3844972038292914,0.7569408363783912,False,Lag1,Lagged
X5,X1,1,0.4425519589605337,0.5901273786271174,False,Lag1,Lagged
X1,X6,1,0.45229018367479323,0.5653502442516481,False,Lag1,Lagged
X4,X1,3,0.4589935866796152,0.8645053424201781,False,Lag3,Lagged
X3,X4,2,0.4982467572142053,0.6971488131495225,False,Lag2,Lagged
X5,X3,3,0.5369653972697729,0.725302412063241,False,Lag3,Lagged
X2,X3,3,0.5371796377419751,0.7249417822376709,False,Lag3,Lagged
X6,X3,3,0.589890087111167,0.6391715482605126,False,Lag3,Lagged
X6,X1,1,0.6003236275655504,0.27468377571410574,False,Lag1,Lagged
X1,X6,3,0.6113500011094194,0.6057512621747393,False,Lag3,Lagged
X6,X2,1,0.631112133132052,0.2306981244185566,False,Lag1,Lagged
X5,X6,2,0.6347564333990849,0.45472202579866466,False,Lag2,Lagged
X1,X2,3,0.6368759941380302,0.5669538668020656,False,Lag3,Lagged
X3,X4,1,0.6402081508653142,0.2186037268196534,False,Lag1,Lagged
X1,X5,2,0.6436839679568602,0.44074291430223,False,Lag2,Lagged
X5,X3,2,0.6457737182910959,0.43749875913335307,False,Lag2,Lagged
X6,X4,3,0.6674008488087879,0.5217436101507132,False,Lag3,Lagged
X2,X1,2,0.6880283921388757,0.3740660152869623,False,Lag2,Lagged
X3,X4,3,0.702356956328241,0.47128848404827306,False,Lag3,Lagged
X3,X1,2,0.7093929776954573,0.343464380243333,False,Lag2,Lagged
X6,X1,2,0.7118116968943107,0.34005827487005746,False,Lag2,Lagged
X4,X6,3,0.7157986829607944,0.45219665024453803,False,Lag3,Lagged
X1,X5,1,0.716817563474248,0.13163715387644276,False,Lag1,Lagged
X6,X3,2,0.7175039175717504,0.33208788161532304,False,Lag2,Lagged
X5,X2,1,0.7184817173727432,0.13002583059697853,False,Lag1,Lagged
X6,X4,2,0.7286137235859313,0.31671253001685995,False,Lag2,Lagged
X4,X6,1,0.7301080365235297,0.11907933515897624,False,Lag1,Lagged
X4,X5,2,0.7339010982427514,0.3094774143537086,False,Lag2,Lagged
X5,X1,2,0.7342455914127886,0.30900783219993133,False,Lag2,Lagged
X3,X5,2,0.7378096323297103,0.30416256743340797,False,Lag2,Lagged
X5,X4,1,0.7398011996039112,0.11036294992006422,False,Lag1,Lagged
X1,X5,3,0.7450242928403371,0.41115530636239794,False,Lag3,Lagged
X1,X6,2,0.7459531105752493,0.29317906103145436,False,Lag2,Lagged
X6,X3,1,0.7500605779174421,0.10153627877049826,False,Lag1,Lagged
X5,X6,3,0.7600267619128377,0.39028525815817816,False,Lag3,Lagged
X6,X5,1,0.7656616754462782,0.08888497425208618,False,Lag1,Lagged
X3,X6,1,0.7704332216936011,0.08519846769525696,False,Lag1,Lagged
X2,X6,2,0.7871044191585456,0.2394520822996853,False,Lag2,Lagged
X6,X1,3,0.7896282059907163,0.34935748987736936,False,Lag3,Lagged
X3,X2,1,0.8111629224257624,0.057115961365210556,False,Lag1,Lagged
X1,X2,2,0.8175848622015821,0.20144142827607017,False,Lag2,Lagged
X3,X1,1,0.8445216922521361,0.03848037882565789,False,Lag1,Lagged
X4,X5,1,0.8572728129894929,0.032361651684961405,False,Lag1,Lagged
X5,X3,1,0.8597270235094111,0.031246718434990096,False,Lag1,Lagged
X2,X1,3,0.8631874033552848,0.24743617272210885,False,Lag3,Lagged
X6,X2,2,0.8692909461013683,0.1400971659690084,False,Lag2,Lagged
X6,X2,3,0.87310126078804,0.233443581578375,False,Lag3,Lagged
X2,X6,3,0.8933365332906652,0.20445793965921058,False,Lag3,Lagged
X5,X1,3,0.8940764196733437,0.20338464867679573,False,Lag3,Lagged
X3,X2,3,0.8973990283646528,0.1985509942483698,False,Lag3,Lagged
X3,X2,2,0.9055767937223681,0.09919310448102331,False,Lag2,Lagged
X6,X4,1,0.9118375619273371,0.012265379705175938,False,Lag1,Lagged
X1,X2,1,0.9183139420820959,0.010523438082536645,False,Lag1,Lagged
X6,X5,2,0.9187406711643219,0.08475861618382798,False,Lag2,Lagged
X2,X6,1,0.9219537072591368,0.009603581236880451,False,Lag1,Lagged
X2,X1,1,0.9281597600781306,0.008133010969953385,False,Lag1,Lagged
X5,X2,2,0.929989551002551,0.07258723391087037,False,Lag2,Lagged
X4,X6,2,0.9366821703569541,0.06541556245981493,False,Lag2,Lagged
X3,X5,1,0.9401099451429994,0.00564761919686301,False,Lag1,Lagged
X3,X6,2,0.9445865064242307,0.057011279532733265,False,Lag2,Lagged
X6,X5,3,0.9747349152758783,0.07243350055966893,False,Lag3,Lagged
X3,X6,3,0.9764148188234729,0.06904691091071148,False,Lag3,Lagged
X5,X2,3,0.981030389480286,0.059373188835828705,False,Lag3,Lagged
X1,X1,0,,0.0,False,Simultaneous,NotTested
X1,X2,0,,0.0,False,Simultaneous,NotTested
X1,X3,0,,0.0,False,Simultaneous,NotTested
X1,X4,0,,0.0,False,Simultaneous,NotTested
X1,X5,0,,0.0,False,Simultaneous,NotTested
X1,X6,0,,0.0,False,Simultaneous,NotTested
X2,X1,0,,0.0,False,Simultaneous,NotTested
X2,X2,0,,0.0,False,Simultaneous,NotTested
X2,X3,0,,0.0,False,Simultaneous,NotTested
X2,X4,0,,0.0,False,Simultaneous,NotTested
X2,X5,0,,0.0,False,Simultaneous,NotTested
X2,X6,0,,0.0,False,Simultaneous,NotTested
X3,X1,0,,0.0,False,Simultaneous,NotTested
X3,X2,0,,0.0,False,Simultaneous,NotTested
X3,X3,0,,0.0,False,Simultaneous,NotTested
X3,X4,0,,0.0,False,Simultaneous,NotTested
X3,X5,0,,0.0,False,Simultaneous,NotTested
X3,X6,0,,0.0,False,Simultaneous,NotTested
X4,X1,0,,0.0,False,Simultaneous,NotTested
X4,X2,0,,0.0,False,Simultaneous,NotTested
X4,X3,0,,0.0,False,Simultaneous,NotTested
X4,X4,0,,0.0,False,Simultaneous,NotTested
X4,X5,0,,0.0,False,Simultaneous,NotTested
X4,X6,0,,0.0,False,Simultaneous,NotTested
X5,X1,0,,0.0,False,Simultaneous,NotTested
X5,X2,0,,0.0,False,Simultaneous,NotTested
X5,X3,0,,0.0,False,Simultaneous,NotTested
X5,X4,0,,0.0,False,Simultaneous,NotTested
X5,X5,0,,0.0,False,Simultaneous,NotTested
X5,X6,0,,0.0,False,Simultaneous,NotTested
X6,X1,0,,0.0,False,Simultaneous,NotTested
X6,X2,0,,0.0,False,Simultaneous,NotTested
X6,X3,0,,0.0,False,Simultaneous,NotTested
X6,X4,0,,0.0,False,Simultaneous,NotTested
X6,X5,0,,0.0,False,Simultaneous,NotTested
X6,X6,0,,0.0,False,Simultaneous,NotTested
X1,X1,1,,0.0,False,Lag1,SelfSkipped
X2,X2,1,,0.0,False,Lag1,SelfSkipped
X3,X3,1,,0.0,False,Lag1,SelfSkipped
X4,X4,1,,0.0,False,Lag1,SelfSkipped
