X1,X2,X3,X4,X5,X6,U,time
0.017770100093325383,-0.13353443587101013,0.03801978510059632,0.061058574528382314,0.055979044793103984,0.10807807255546219,0.08339221545489041,0.03155277077496269
0.04591800792284367,-0.007016571145864703,-0.16609609335159914,0.04296182191325859,0.020768768716311115,0.027157883719537347,-0.12767485758203095,0.2852963109712502
-0.10810565404082624,0.10531528533329036,-0.0039555153856655045,0.06815006973726244,0.0028318376130461176,0.002975613949574519,0.09382838059759978,0.3960701659123449
-0.05160447282173739,0.009612077694098338,-0.04622752887050425,-0.04344962274323156,-0.03091721234686394,0.022213377163371285,-0.04787486216634773,0.4803142006290137
0.12557561255735208,-0.08946073022195039,-0.018687164416135906,-0.043973105827417494,0.1446977884353733,0.019655477651157466,0.10318445394686349,0.564558235345684
-0.1485560373036972,0.026705026586925886,0.08896307956234371,0.00822839892754242,0.10654803750653513,-0.05172884501003722,0.140934744018558,0.6488022700623526
0.22988981236192504,-0.03628385604396591,-0.044550252140077184,0.1453384477117701,0.15795721457307124,-0.05228600271532683,-0.042018681709585726,0.7330463047790218
-0.02817846088605072,-0.13444505110342772,-0.09186519464841983,-0.1004140766752068,-0.07677975651041286,-0.0034684887386781183,0.023421473253652077,0.9021901893885083
0.1550500492814077,-0.0998354040738791,0.09843223984765838,-0.021398884422550897,-0.004946370965243295,0.06748194921666038,-0.11227220215622986,0.9864342241051779
0.03824097461840506,0.01664522082130561,0.04924512640081491,0.02891686439078181,0.24553001399108942,-0.0637739984251316,-0.053099695500181766,1.0898761269748514
-0.06231405264247644,-0.05554771191602547,-0.06373871273065178,0.11890165311075518,0.1420504247989855,-0.05707462937494763,-0.08323555731042287,1.17412016169152
0.04714155563864041,-0.05522230442809713,0.06329318177555109,0.02029230208512997,-0.1515744114997232,0.15475052013300616,0.17958776730955217,1.468397431762153
-0.06127886904843863,-0.03877015599359842,0.028586539072490497,0.0334456789987025,0.06585442726728305,0.20102045387663497,-0.01769472274940494,1.618066302122242
-0.07982972445384538,-0.13793192280145272,-0.07309300399419191,-0.0033126972873797097,0.17945578635177878,-0.05176112990361714,0.022378795163889853,1.7023103368389119
-0.0016422896072752075,0.1188393273448084,0.2526932425873622,-0.05308687729203207,-0.04894394425182222,0.1044160877069072,0.06818914896263115,1.7865543715555794
0.18467073257360336,0.0583928185325964,-0.035929209078705955,0.05906548306923093,0.11087035805829078,0.08204821811973641,0.05072740311072978,1.8707984062722522
0.10666746895891539,0.11692955904456728,0.13821589910375273,0.06487098875896427,-0.016711808031685437,0.014671368643332284,0.12065089665083568,1.9550424409889193
-0.08169356709872361,0.03686733088729012,-0.03933388123273607,0.0028744822934817487,0.12784518626072988,0.019109906801990335,0.004643654815614881,2.0392864757055884
-0.13598561409799192,0.07462535660272207,0.06454841811410754,0.21632547233054603,-0.030777823495300085,0.021915032766393897,0.024938368371075527,2.1235305104222597
