From,To,Lag,P_value,Correlation,Causal,Type
X1,X1,2,0.008,0.09460255681577236,True,Lag2
X6,X5,0,0.012,0.08826281819351046,True,Simultaneous
X5,X6,0,0.012,0.08826281819351046,True,Simultaneous
X6,X6,2,0.016,0.08534473688783259,True,Lag2
X3,X1,2,0.038,0.07561706157064714,True,Lag2
X3,X1,1,0.048,0.07278893982889839,True,Lag1
X2,X1,0,0.054,0.07177129317825465,False,Simultaneous
X1,X2,0,0.054,0.07177129317825465,False,Simultaneous
X3,X4,2,0.07,0.06894318037388482,False,Lag2
X4,X5,2,0.07,0.06926214137722589,False,Lag2
X2,X4,1,0.084,0.06723755928495206,False,Lag1
X6,X1,1,0.086,0.06672379269012567,False,Lag1
X6,X3,1,0.09,0.06565153815139174,False,Lag1
X4,X2,1,0.094,0.06531909941497956,False,Lag1
X4,X3,2,0.12,0.06362808761368491,False,Lag2
X1,X4,2,0.12,0.06363311741126192,False,Lag2
X3,X1,0,0.15,0.061018266972189504,False,Simultaneous
X1,X3,0,0.15,0.061018266972189504,False,Simultaneous
X4,X1,2,0.16,0.06077420472449887,False,Lag2
X3,X2,1,0.182,0.05871433123767405,False,Lag1
X1,X4,1,0.182,0.05873339670589357,False,Lag1
X6,X6,1,0.188,0.058364002582226085,False,Lag1
X5,X2,1,0.194,0.05793607009261008,False,Lag1
X4,X4,1,0.196,0.057807211741319406,False,Lag1
X6,X2,2,0.206,0.05675369682507994,False,Lag2
X2,X2,1,0.222,0.056250298014432515,False,Lag1
X3,X6,2,0.242,0.054634423321691016,False,Lag2
X3,X5,1,0.248,0.054384237628618215,False,Lag1
X4,X4,2,0.256,0.05393539612633295,False,Lag2
X4,X6,2,0.264,0.05364775674839612,False,Lag2
X3,X3,1,0.27,0.053477372819938855,False,Lag1
X5,X1,2,0.282,0.053037880741358935,False,Lag2
X6,X2,1,0.284,0.052816296240707834,False,Lag1
X5,X1,1,0.312,0.05191974165173722,False,Lag1
X6,X1,0,0.318,0.05164432019015748,False,Simultaneous
X6,X5,1,0.318,0.0516958892076229,False,Lag1
X1,X6,0,0.318,0.05164432019015748,False,Simultaneous
X5,X3,2,0.32,0.05140928914578417,False,Lag2
X4,X3,1,0.33,0.051050500273002765,False,Lag1
X1,X6,2,0.334,0.050980585957722216,False,Lag2
X5,X2,2,0.336,0.05079788391537022,False,Lag2
X6,X4,0,0.356,0.05023980164661359,False,Simultaneous
X4,X6,0,0.356,0.05023980164661359,False,Simultaneous
X5,X4,2,0.366,0.04977715364552051,False,Lag2
X1,X5,1,0.384,0.04918472090365764,False,Lag1
X5,X4,1,0.386,0.048905238593996835,False,Lag1
X5,X6,1,0.422,0.047935087457817716,False,Lag1
X3,X4,1,0.474,0.046651070078252144,False,Lag1
X3,X5,2,0.486,0.0463801586618163,False,Lag2
X6,X2,0,0.492,0.04607837335081596,False,Simultaneous
X5,X3,0,0.492,0.04609899669947634,False,Simultaneous
X6,X3,0,0.492,0.04612930917881301,False,Simultaneous
X3,X5,0,0.492,0.04609899669947634,False,Simultaneous
X2,X6,0,0.492,0.04607837335081596,False,Simultaneous
X3,X6,0,0.492,0.04612930917881301,False,Simultaneous
X2,X5,2,0.494,0.04604154775341667,False,Lag2
X2,X2,2,0.526,0.045070356058110134,False,Lag2
X3,X2,2,0.536,0.0448751954197379,False,Lag2
X4,X2,2,0.536,0.04484192576143392,False,Lag2
X5,X5,2,0.536,0.04486798755511262,False,Lag2
X3,X2,0,0.54,0.044654581420054656,False,Simultaneous
X2,X3,0,0.54,0.044654581420054656,False,Simultaneous
X5,X5,1,0.54,0.044631613394960766,False,Lag1
X2,X6,2,0.592,0.04343884517249951,False,Lag2
X4,X1,1,0.606,0.043187812399948,False,Lag1
X1,X1,1,0.622,0.04289495715992396,False,Lag1
X2,X3,2,0.628,0.04273424728078735,False,Lag2
X1,X2,2,0.68,0.04145080300205808,False,Lag2
X3,X3,2,0.68,0.04148569447619797,False,Lag2
X4,X3,0,0.7,0.040972248913608345,False,Simultaneous
X3,X4,0,0.7,0.040972248913608345,False,Simultaneous
X1,X6,1,0.7,0.04099511546742724,False,Lag1
X6,X4,2,0.702,0.0409505910742103,False,Lag2
X2,X4,2,0.728,0.0404233502606231,False,Lag2
X6,X5,2,0.738,0.040311048383117006,False,Lag2
X2,X1,2,0.742,0.04024703774175484,False,Lag2
X6,X3,2,0.742,0.04024552416792943,False,Lag2
X1,X3,1,0.756,0.03979315734295886,False,Lag1
X6,X1,2,0.76,0.03966415130138291,False,Lag2
X2,X6,1,0.76,0.03973253289283379,False,Lag1
X5,X3,1,0.778,0.0390965700901538,False,Lag1
X5,X2,0,0.782,0.039061722424545656,False,Simultaneous
X2,X5,0,0.782,0.039061722424545656,False,Simultaneous
X3,X6,1,0.81,0.038022932427970134,False,Lag1
X5,X4,0,0.816,0.03786541858113859,False,Simultaneous
X2,X5,1,0.816,0.03785537153380222,False,Lag1
X4,X5,0,0.816,0.03786541858113859,False,Simultaneous
X6,X4,1,0.82,0.03770770456918583,False,Lag1
X4,X2,0,0.834,0.037234132934233506,False,Simultaneous
X2,X4,0,0.834,0.037234132934233506,False,Simultaneous
X4,X6,1,0.834,0.03729919712370035,False,Lag1
X2,X3,1,0.876,0.035805147805400825,False,Lag1
X2,X1,1,0.912,0.03504999410357865,False,Lag1
X4,X5,1,0.914,0.0349569220931831,False,Lag1
X1,X5,2,0.92,0.03476714117276676,False,Lag2
X5,X6,2,0.93,0.03426971421464321,False,Lag2
X4,X1,0,0.962,0.03362914403372714,False,Simultaneous
X1,X4,0,0.962,0.03362914403372714,False,Simultaneous
X1,X3,2,0.966,0.03321875642884778,False,Lag2
X5,X1,0,0.98,0.031933475493899376,False,Simultaneous
X1,X2,1,0.98,0.031978034103839516,False,Lag1
X1,X5,0,0.98,0.031933475493899376,False,Simultaneous
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
