From,To,Lag,P_value,Correlation,Causal,Type
X1,X1,2,0.002,0.09157391217265595,True,Lag2
X6,X5,0,0.006,0.0881408708733443,True,Simultaneous
X5,X6,0,0.006,0.0881408708733443,True,Simultaneous
X5,X4,3,0.008,0.08285694354356403,True,Lag3
X6,X6,2,0.008,0.08522453324475852,True,Lag2
X4,X6,4,0.01,0.08040538216042363,True,Lag4
X1,X5,4,0.018,0.07790756539434443,True,Lag4
X6,X4,4,0.03,0.0742783085743747,True,Lag4
X2,X3,3,0.038,0.07176280499783368,True,Lag3
X2,X1,0,0.042,0.07136976766240422,True,Simultaneous
X1,X2,0,0.042,0.07136976766240422,True,Simultaneous
X3,X1,1,0.048,0.07005560409230224,True,Lag1
X3,X1,2,0.048,0.07011988081953918,True,Lag2
X2,X4,1,0.056,0.06862363835517692,False,Lag1
X6,X1,1,0.058,0.06853102806200773,False,Lag1
X1,X6,4,0.07,0.06746028951506172,False,Lag4
X6,X3,1,0.072,0.06743026642064687,False,Lag1
X3,X4,2,0.072,0.0673323792998506,False,Lag2
X2,X1,4,0.076,0.06618147337074984,False,Lag4
X1,X3,3,0.076,0.06597566533775112,False,Lag3
X4,X2,1,0.082,0.06556178070633503,False,Lag1
X2,X5,4,0.082,0.06565627727587478,False,Lag4
X4,X5,2,0.082,0.06562860484683794,False,Lag2
X5,X2,4,0.084,0.06517157123370751,False,Lag4
X3,X1,0,0.086,0.0646562528924691,False,Simultaneous
X1,X3,0,0.086,0.0646562528924691,False,Simultaneous
X4,X4,3,0.086,0.06443138873036404,False,Lag3
X6,X6,4,0.106,0.06243680857262904,False,Lag4
X5,X3,3,0.112,0.0620029580585788,False,Lag3
X4,X3,2,0.132,0.06067463564534905,False,Lag2
X1,X4,2,0.138,0.06007713194649535,False,Lag2
X4,X4,1,0.15,0.059428865138186605,False,Lag1
X2,X1,3,0.156,0.059115791316931884,False,Lag3
X6,X4,3,0.17,0.05820630475004344,False,Lag3
X3,X2,1,0.198,0.056813427160720936,False,Lag1
X4,X3,3,0.202,0.05658473435470981,False,Lag3
X5,X2,1,0.204,0.05648354491578824,False,Lag1
X4,X4,2,0.206,0.05619489953671391,False,Lag2
X6,X6,1,0.206,0.05633331274096396,False,Lag1
X6,X2,1,0.214,0.055719349435505036,False,Lag1
X6,X2,2,0.216,0.05550987234496069,False,Lag2
X2,X2,1,0.218,0.05544877725620524,False,Lag1
X3,X3,1,0.218,0.055413739466369225,False,Lag1
X4,X3,4,0.222,0.05499973404923605,False,Lag4
X4,X4,4,0.23,0.05464803720583356,False,Lag4
X6,X4,0,0.232,0.05444914970876948,False,Simultaneous
X4,X6,0,0.232,0.05444914970876948,False,Simultaneous
X4,X1,2,0.238,0.05433658730482442,False,Lag2
X5,X1,1,0.24,0.05422157916825113,False,Lag1
X2,X4,3,0.254,0.053605016865843964,False,Lag3
X3,X5,3,0.268,0.05311883868484937,False,Lag3
X3,X1,4,0.276,0.05270168178421034,False,Lag4
X5,X3,2,0.276,0.05268086041017706,False,Lag2
X3,X6,2,0.276,0.0528831246547671,False,Lag2
X3,X3,3,0.288,0.05224421938135621,False,Lag3
X1,X2,4,0.29,0.05188235498955287,False,Lag4
X1,X3,4,0.29,0.051988768184636054,False,Lag4
X1,X4,1,0.29,0.05196189066686662,False,Lag1
